kind,fam,nwin,coda,coda_sigma,s_amp,daynight_cc,verdict
F,45.200_-123.000__c61,249,0.32606062293052673,4.007875010826952,2.22301983833313,0.6614399271759093,FAIL
F,45.850_-123.300__c238,250,0.5517311692237854,10.861719689167492,2.522519826889038,0.6673502349175897,UNDETERMINED
F,45.450_-122.950__c115,250,1.0725678205490112,25.77510790907391,2.1109673976898193,0.8768188408311831,TRUSTED
F,45.600_-122.950__c33,250,0.9187110066413879,21.36964529379127,2.163445234298706,0.8807233819848419,TRUSTED
F,46.300_-123.000__c11,250,0.8198450803756714,18.53876552300379,2.573580503463745,0.810096480173648,TRUSTED
F,46.600_-122.950__c104,246,0.339298278093338,4.372625914430534,2.2465708255767822,0.5349903140291012,FAIL
F,46.350_-123.350__c186,249,0.6473193764686584,12.859852132333168,2.1168205738067627,0.8326602764291079,UNDETERMINED
F,47.000_-122.300__c95,247,1.208128809928894,28.31241870006604,2.6311495304107666,0.9330656851677612,TRUSTED
R,45.200_-123.300__c133,250,0.5005561113357544,9.396397493583699,2.4191017150878906,0.7953423156195525,
R,45.450_-122.950__c115,249,0.20329691469669342,0.6252386634311407,1.9417814016342163,0.3785684833836953,
R,45.600_-122.950__c33,248,0.5642027258872986,10.569652468481536,2.11625599861145,0.7806257308332969,
R,45.600_-123.200__c313,248,0.332802951335907,4.1936534094940665,2.333953619003296,0.6134475467452862,
R,45.800_-123.550__c14,249,0.5389382243156433,9.873513336285079,2.429471731185913,0.6979058437849527,
R,46.200_-123.100__c668,250,0.29758420586586,3.584596775825581,2.1659529209136963,0.7137783035600642,
R,46.200_-123.300__c188,247,0.656721830368042,13.118927740037913,2.60587739944458,0.6101065911782081,
R,46.200_-123.350__c46,250,0.40148118138313293,6.559533210926186,1.933363437652588,0.7934005961902062,
R,46.250_-123.050__c266,248,0.37489137053489685,5.353359471123917,1.940468430519104,0.6305783146154224,
R,46.250_-123.150__c411,249,0.3250213861465454,3.979239837047824,1.7827820777893066,0.3092620405692751,
R,47.000_-122.300__c95,250,0.4895593822002411,9.081522397275124,2.0678746700286865,0.716355232126811,
