kind,fam,nwin,coda,coda_sigma,s_amp,daynight_cc,verdict
F,43.100_-123.250__c422,245,1.045804500579834,25.3584009685869,2.19985032081604,0.8293609700517457,TRUSTED
F,43.450_-123.300__c684,248,0.8262888193130493,18.963340927114476,2.508143424987793,0.5020536971092143,TRUSTED
F,43.250_-123.450__c352,236,0.3615010380744934,5.292634661267102,2.389533042907715,0.33563342896859416,UNDETERMINED
F,43.450_-123.700__c625,248,0.6622197031974792,14.18358285946547,1.8256124258041382,0.5650861110427645,TRUSTED
F,44.300_-123.700__c133,247,0.6692922711372375,14.389625071853834,2.1808838844299316,0.7148548574045,TRUSTED
F,43.100_-123.300__c499,247,0.25038737058639526,2.185840926547656,2.4773404598236084,0.30363376836957584,FAIL
R,43.100_-123.250__c422,250,0.1869942992925644,0.5343073944847888,1.9654762744903564,-0.002997145616304466,
R,43.150_-123.450__c450,249,0.3090176284313202,3.893892109960028,2.8042759895324707,0.7114500452381329,
R,43.250_-123.450__c352,247,0.29062119126319885,3.357956273575148,2.786107063293457,0.597069512627774,
R,43.300_-123.450__c30,250,0.15202927589416504,-0.5451478073968198,1.819152593612671,-0.3905981736524003,
R,43.450_-123.700__c625,250,0.20050455629825592,0.9514018444836063,1.8610533475875854,0.24066032947418167,
R,43.500_-123.450__c1043,249,0.4239160716533661,7.2411811912520765,2.3805911540985107,0.6558286788885487,
R,43.850_-123.300__c273,249,0.25456926226615906,2.3076702565740668,1.998769998550415,0.1180474234015777,
R,43.950_-123.250__c966,250,0.23260371387004852,1.9423808071481976,2.0300915241241455,0.4712720959757845,
R,43.950_-123.350__c847,246,0.26212772727012634,2.5278679082534175,2.2141244411468506,0.6821677189581996,
R,44.000_-123.250__c340,250,0.19626638293266296,0.8205591382214725,2.4124395847320557,0.4609931910690631,
R,44.000_-123.600__c565,250,0.34638622403144836,5.4551232720221865,2.1018950939178467,0.46130946271160206,
R,44.050_-123.300__c1011,250,0.2424456924200058,2.2462265910193144,2.3399109840393066,0.22291175075888064,
R,44.650_-123.450__c476,249,0.23814867436885834,1.8292960242025276,2.2674949169158936,0.21110533520129732,
R,44.800_-123.300__c538,250,0.3295493423938751,4.9353278393105535,1.847887396812439,0.47984305940434,
F,43.500_-123.450__c1043,237,0.2732151448726654,2.764353590761538,2.4396324157714844,0.5249257962393242,UNDETERMINED
