station,patch,n_days,first,last,span_d,cov_station,cov_own_span,max_gap_d,p90_gap_d,med_cc,med_nstack,flag_gappy,flag_bursty,flag_short,flag_lowcc,quality
B022,46.550_-122.950__c76,6972,2006-04-06,2026-06-06,7367,1.0,1.0,140,1.0,0.966,30,False,False,False,False,GOOD
B022,46.600_-122.950__c15,6951,2006-04-06,2026-06-06,7367,0.997,0.997,140,1.0,0.993,30,False,False,False,False,GOOD
B022,46.600_-123.000__c404,6969,2006-04-06,2026-06-06,7367,0.999,0.999,140,1.0,0.995,30,False,False,False,False,GOOD
B022,46.600_-123.050__c276,6966,2006-04-06,2026-06-06,7367,0.999,0.999,140,1.0,0.992,30,False,False,False,False,GOOD
B022,46.600_-123.250__c365,6966,2006-04-06,2026-06-06,7367,0.999,0.999,140,1.0,0.986,30,False,False,False,False,GOOD
B022,46.650_-123.100__c142,6962,2006-04-06,2026-06-06,7367,0.998,0.998,140,1.0,0.994,30,False,False,False,False,GOOD
B022,46.700_-122.700__c110,6965,2006-04-06,2026-06-06,7367,0.999,0.999,140,1.0,0.995,30,False,False,False,False,GOOD
B022,46.750_-123.300__c148,6963,2006-04-06,2026-06-06,7367,0.998,0.998,140,1.0,0.982,30,False,False,False,False,GOOD
B022,46.800_-122.750__c230,6970,2006-04-06,2026-06-06,7367,0.999,0.999,140,1.0,0.996,30,False,False,False,False,GOOD
B022,46.800_-122.750__c556,6969,2006-04-06,2026-06-06,7367,0.999,0.999,140,1.0,0.928,30,False,False,False,False,GOOD
B022,46.800_-122.800__c70,6969,2006-04-06,2026-06-06,7367,0.999,0.999,140,1.0,0.994,30,False,False,False,False,GOOD
B022,46.800_-122.850__c434,6968,2006-04-06,2026-06-06,7367,0.999,0.999,140,1.0,0.991,30,False,False,False,False,GOOD
B022,46.800_-122.850__c642,6966,2006-04-06,2026-06-06,7367,0.999,0.999,140,1.0,0.986,30,False,False,False,False,GOOD
B022,46.800_-122.900__c550,4129,2006-04-18,2026-06-05,7354,0.592,0.593,150,3.0,0.792,21,False,False,False,False,GOOD
B022,46.800_-123.050__c211,6960,2006-04-06,2026-06-06,7367,0.998,0.998,140,1.0,0.909,30,False,False,False,False,GOOD
B022,46.800_-123.150__c343,6954,2006-04-06,2026-06-06,7367,0.997,0.997,140,1.0,0.992,30,False,False,False,False,GOOD
B022,46.800_-123.250__c325,6968,2006-04-06,2026-06-06,7367,0.999,0.999,140,1.0,0.954,30,False,False,False,False,GOOD
B023,45.200_-123.000__c61,5979,2008-05-23,2026-06-05,6588,0.999,0.999,384,1.0,0.936,30,False,False,False,False,GOOD
B023,45.200_-123.300__c133,5977,2008-05-23,2026-06-05,6588,0.999,0.999,385,1.0,0.965,30,False,False,False,False,GOOD
B023,45.300_-123.100__c522,5977,2008-05-24,2026-06-05,6587,0.999,0.999,384,1.0,0.971,30,False,False,False,False,GOOD
B023,45.300_-123.300__c301,5751,2008-05-24,2026-06-05,6587,0.961,0.962,385,1.0,0.981,30,False,False,False,False,GOOD
B023,45.350_-122.950__c410,5980,2008-05-23,2026-06-05,6588,1.0,1.0,384,1.0,0.976,30,False,False,False,False,GOOD
B023,45.450_-122.950__c115,5981,2008-05-23,2026-06-05,6588,1.0,1.0,384,1.0,0.98,30,False,False,False,False,GOOD
B023,45.600_-122.950__c33,5981,2008-05-23,2026-06-05,6588,1.0,1.0,384,1.0,0.981,30,False,False,False,False,GOOD
B023,45.600_-123.200__c313,5979,2008-05-23,2026-06-05,6588,0.999,0.999,384,1.0,0.967,30,False,False,False,False,GOOD
B023,45.650_-123.200__c250,5980,2008-05-23,2026-06-05,6588,1.0,1.0,384,1.0,0.963,30,False,False,False,False,GOOD
B023,45.800_-123.150__c385,5978,2008-05-23,2026-06-05,6588,0.999,0.999,384,1.0,0.969,30,False,False,False,False,GOOD
B023,45.800_-123.400__c169,5982,2008-05-23,2026-06-05,6588,1.0,1.0,384,1.0,0.975,30,False,False,False,False,GOOD
B023,45.800_-123.550__c14,5982,2008-05-23,2026-06-05,6588,1.0,1.0,384,1.0,0.972,30,False,False,False,False,GOOD
B023,45.850_-122.950__c105,5978,2008-05-23,2026-06-05,6588,0.999,0.999,384,1.0,0.966,30,False,False,False,False,GOOD
B023,45.850_-123.000__c187,5981,2008-05-23,2026-06-05,6588,1.0,1.0,384,1.0,0.954,30,False,False,False,False,GOOD
B023,45.850_-123.300__c238,5980,2008-05-23,2026-06-05,6588,1.0,1.0,384,1.0,0.954,30,False,False,False,False,GOOD
B023,45.900_-123.100__c35,5975,2008-05-24,2026-06-05,6587,0.999,0.999,385,1.0,0.962,30,False,False,False,False,GOOD
B023,45.900_-123.300__c115,5982,2008-05-23,2026-06-05,6588,1.0,1.0,384,1.0,0.971,30,False,False,False,False,GOOD
B023,46.150_-123.150__c449,5738,2008-05-24,2026-06-05,6587,0.959,0.959,385,1.0,0.853,30,False,False,False,False,GOOD
B023,46.200_-123.100__c668,5914,2008-05-24,2026-06-05,6587,0.989,0.989,385,1.0,0.86,30,False,False,False,False,GOOD
B023,46.200_-123.300__c188,4299,2008-05-25,2026-06-05,6586,0.719,0.719,385,2.0,0.896,24,False,False,False,False,GOOD
B023,46.200_-123.350__c46,5982,2008-05-23,2026-06-05,6588,1.0,1.0,384,1.0,0.973,30,False,False,False,False,GOOD
B023,46.200_-123.400__c68,5980,2008-05-23,2026-06-05,6588,1.0,1.0,384,1.0,0.956,30,False,False,False,False,GOOD
B023,46.250_-123.050__c266,5982,2008-05-23,2026-06-05,6588,1.0,1.0,384,1.0,0.963,30,False,False,False,False,GOOD
B023,46.250_-123.150__c411,5982,2008-05-23,2026-06-05,6588,1.0,1.0,384,1.0,0.977,30,False,False,False,False,GOOD
B023,46.300_-123.000__c11,5979,2008-05-23,2026-06-05,6588,0.999,0.999,384,1.0,0.971,30,False,False,False,False,GOOD
B023,46.300_-123.250__c248,5936,2008-05-24,2026-06-05,6587,0.992,0.992,385,1.0,0.957,30,False,False,False,False,GOOD
B023,46.350_-123.350__c186,5981,2008-05-23,2026-06-05,6588,1.0,1.0,384,1.0,0.965,30,False,False,False,False,GOOD
B023,46.400_-123.050__c251,5953,2008-05-24,2026-06-05,6587,0.995,0.995,385,1.0,0.871,30,False,False,False,False,GOOD
B023,46.450_-123.100__c301,5982,2008-05-23,2026-06-05,6588,1.0,1.0,384,1.0,0.968,30,False,False,False,False,GOOD
B023,46.450_-123.150__c140,5799,2008-05-24,2026-06-05,6587,0.969,0.97,385,1.0,0.857,30,False,False,False,False,GOOD
B023,46.500_-123.300__c188,5981,2008-05-23,2026-06-05,6588,1.0,1.0,384,1.0,0.945,30,False,False,False,False,GOOD
B023,46.600_-122.800__c321,5979,2008-05-23,2026-06-05,6588,0.999,0.999,384,1.0,0.976,30,False,False,False,False,GOOD
B023,46.600_-122.950__c104,5767,2008-05-24,2026-06-05,6587,0.964,0.964,385,1.0,0.962,30,False,False,False,False,GOOD
B023,46.600_-123.200__c296,5981,2008-05-23,2026-06-05,6588,1.0,1.0,384,1.0,0.98,30,False,False,False,False,GOOD
B023,46.900_-123.150__c105,5974,2008-05-24,2026-06-05,6587,0.999,0.999,385,1.0,0.967,30,False,False,False,False,GOOD
B023,46.950_-122.800__c118,5864,2008-05-24,2026-06-05,6587,0.98,0.98,385,1.0,0.963,30,False,False,False,False,GOOD
B023,47.000_-122.300__c95,5945,2008-05-24,2026-06-05,6587,0.994,0.994,385,1.0,0.979,30,False,False,False,False,GOOD
B023,47.000_-122.700__c12,3133,2008-06-09,2026-06-05,6571,0.524,0.525,386,3.0,0.913,20,False,False,False,False,GOOD
B023,47.000_-122.850__c90,5976,2008-05-23,2026-06-05,6588,0.999,0.999,385,1.0,0.955,30,False,False,False,False,GOOD
B023,47.000_-123.050__c385,5975,2008-05-24,2026-06-05,6587,0.999,0.999,385,1.0,0.965,30,False,False,False,False,GOOD
B023,47.000_-123.100__c140,5977,2008-05-24,2026-06-05,6587,0.999,0.999,384,1.0,0.975,30,False,False,False,False,GOOD
B026,44.450_-123.250__c114,6035,2007-03-18,2026-06-05,7020,0.973,0.973,310,1.0,0.719,30,False,False,False,False,GOOD
B026,44.450_-123.300__c41,6030,2007-03-18,2026-06-05,7020,0.972,0.972,310,1.0,0.828,30,False,False,False,False,GOOD
B026,44.600_-123.500__c606,2825,2007-04-11,2026-06-05,6996,0.455,0.457,324,4.0,0.661,19,True,True,False,False,BAD
B026,44.600_-123.700__c430,5849,2007-03-18,2026-06-05,7020,0.943,0.943,311,1.0,0.641,30,False,False,False,False,GOOD
B026,44.800_-123.350__c35,6035,2007-03-18,2026-06-05,7020,0.973,0.973,310,1.0,0.781,30,False,False,False,False,GOOD
B026,44.800_-123.400__c575,6171,2007-03-18,2026-06-05,7020,0.995,0.995,310,1.0,0.81,30,False,False,False,False,GOOD
B026,44.800_-123.550__c108,6071,2007-03-18,2026-06-05,7020,0.979,0.979,310,1.0,0.943,30,False,False,False,False,GOOD
B026,44.850_-123.600__c869,5712,2007-03-18,2026-06-05,7020,0.921,0.921,311,1.0,0.911,30,False,False,False,False,GOOD
B026,44.900_-123.300__c531,1228,2007-10-05,2026-05-07,6790,0.198,0.205,391,7.0,0.36,12,True,True,False,True,BAD
B026,44.900_-123.350__c159,2818,2007-06-28,2026-06-05,6918,0.454,0.461,320,4.0,0.765,20,True,True,False,False,BAD
B026,44.900_-123.600__c531,6074,2007-03-18,2026-06-05,7020,0.979,0.979,310,1.0,0.897,30,False,False,False,False,GOOD
B026,45.000_-123.300__c220,6133,2007-03-18,2026-06-05,7020,0.989,0.989,310,1.0,0.909,30,False,False,False,False,GOOD
B026,45.000_-123.650__c302,5066,2007-03-18,2026-06-05,7020,0.817,0.817,313,1.0,0.519,29,False,False,False,True,MARGINAL
B026,45.100_-123.550__c216,6099,2007-03-18,2026-06-05,7020,0.983,0.983,310,1.0,0.931,30,False,False,False,False,GOOD
B026,45.150_-123.550__c83,6115,2007-03-18,2026-06-05,7020,0.986,0.986,310,1.0,0.867,30,False,False,False,False,GOOD
B026,45.200_-123.300__c423,6026,2007-03-18,2026-06-05,7020,0.971,0.972,310,1.0,0.935,30,False,False,False,False,GOOD
B026,45.200_-123.450__c949,6051,2007-03-18,2026-06-05,7020,0.975,0.976,310,1.0,0.971,30,False,False,False,False,GOOD
B026,45.200_-123.450__c991,6117,2007-03-18,2026-06-05,7020,0.986,0.986,310,1.0,0.961,30,False,False,False,False,GOOD
B026,45.250_-123.500__c901,6048,2007-03-18,2026-06-05,7020,0.975,0.975,310,1.0,0.806,30,False,False,False,False,GOOD
B026,45.300_-123.100__c27,2956,2007-04-23,2026-06-05,6984,0.477,0.479,323,4.0,0.573,19,True,True,False,True,BAD
B026,45.300_-123.200__c517,6049,2007-03-18,2026-06-05,7020,0.975,0.975,310,1.0,0.877,30,False,False,False,False,GOOD
B026,45.300_-123.300__c190,353,2007-10-05,2026-02-05,6699,0.057,0.06,1393,9.900000000000034,0.915,11,True,True,False,False,BAD
B026,45.300_-123.450__c296,5943,2007-03-18,2026-06-05,7020,0.958,0.958,310,1.0,0.862,30,False,False,False,False,GOOD
B026,45.400_-122.950__c873,6105,2007-03-18,2026-06-05,7020,0.984,0.984,310,1.0,0.868,30,False,False,False,False,GOOD
B026,45.400_-123.300__c531,5995,2007-03-18,2026-06-05,7020,0.966,0.967,310,1.0,0.981,30,False,False,False,False,GOOD
B026,45.400_-123.300__c697,5550,2007-03-18,2026-06-05,7020,0.895,0.895,311,1.0,0.822,30,False,False,False,False,GOOD
B026,45.400_-123.400__c906,5421,2007-03-18,2026-06-05,7020,0.874,0.874,311,1.0,0.98,30,False,False,False,False,GOOD
B026,45.400_-123.450__c383,6045,2007-03-18,2026-06-05,7020,0.975,0.975,310,1.0,0.959,30,False,False,False,False,GOOD
B026,45.450_-122.900__c20,5739,2007-03-19,2026-06-05,7019,0.925,0.925,311,1.0,0.793,30,False,False,False,False,GOOD
B026,45.500_-123.000__c326,6113,2007-03-18,2026-06-05,7020,0.985,0.986,310,1.0,0.708,30,False,False,False,False,GOOD
B026,45.500_-123.450__c512,5925,2007-03-18,2026-06-05,7020,0.955,0.955,310,1.0,0.951,30,False,False,False,False,GOOD
B026,45.550_-123.300__c491,6153,2007-03-18,2026-06-05,7020,0.992,0.992,310,1.0,0.952,30,False,False,False,False,GOOD
B026,45.550_-123.450__c37,4835,2007-03-18,2026-06-01,7016,0.779,0.78,312,1.0,0.954,28,False,False,False,False,GOOD
B026,45.600_-123.350__c42,5679,2007-03-23,2026-06-05,7015,0.916,0.916,310,1.0,0.946,30,False,False,False,False,GOOD
B026,45.800_-123.250__c135,6039,2007-03-18,2026-06-05,7020,0.974,0.974,310,1.0,0.887,30,False,False,False,False,GOOD
B026,45.800_-123.300__c367,6009,2007-03-18,2026-06-05,7020,0.969,0.969,310,1.0,0.883,30,False,False,False,False,GOOD
B026,45.800_-123.350__c403,6124,2007-03-18,2026-06-05,7020,0.987,0.987,310,1.0,0.971,30,False,False,False,False,GOOD
B026,45.850_-123.400__c161,6162,2007-03-17,2026-06-05,7021,0.993,0.993,310,1.0,0.906,30,False,False,False,False,GOOD
B026,45.900_-123.250__c584,5616,2007-03-18,2026-06-05,7020,0.905,0.906,311,1.0,0.958,30,False,False,False,False,GOOD
B026,46.000_-123.250__c181,6158,2007-03-18,2026-06-05,7020,0.993,0.993,310,1.0,0.963,30,False,False,False,False,GOOD
B026,46.050_-123.250__c131,5615,2007-03-18,2026-06-05,7020,0.905,0.905,311,1.0,0.933,30,False,False,False,False,GOOD
B026,46.100_-123.100__c42,4907,2007-03-18,2026-06-01,7016,0.791,0.792,312,1.0,0.751,28,False,False,False,False,GOOD
B026,46.100_-123.200__c194,5986,2007-03-18,2026-06-05,7020,0.965,0.965,310,1.0,0.798,30,False,False,False,False,GOOD
B026,46.200_-122.950__c121,5974,2007-03-18,2026-06-05,7020,0.963,0.963,310,1.0,0.645,30,False,False,False,False,GOOD
B026,46.200_-123.100__c73,6070,2007-03-18,2026-06-05,7020,0.979,0.979,310,1.0,0.92,30,False,False,False,False,GOOD
B028,43.600_-123.200__c32,2498,2007-04-10,2026-06-03,6995,0.457,0.458,684,4.0,0.829,24,True,True,False,False,BAD
B028,43.600_-123.400__c305,2077,2007-04-22,2026-06-03,6983,0.38,0.382,1031,3.0,0.892,26,True,True,False,False,BAD
B028,43.600_-123.600__c506,2329,2007-04-10,2026-06-03,6995,0.426,0.427,988,3.0,0.879,25,True,True,False,False,BAD
B028,43.600_-123.600__c507,2278,2007-04-11,2026-06-03,6994,0.417,0.418,786,3.0,0.872,25,True,True,False,False,BAD
B028,43.600_-123.700__c422,2361,2007-04-10,2026-06-03,6995,0.432,0.433,1014,3.0,0.89,25,True,True,False,False,BAD
B028,43.650_-123.350__c318,2243,2007-04-11,2026-06-03,6994,0.411,0.411,1043,3.0,0.875,25,True,True,False,False,BAD
B028,43.650_-123.500__c482,2006,2007-04-22,2026-06-03,6983,0.367,0.369,1031,3.0,0.918,26,True,True,False,False,BAD
B028,43.650_-123.600__c960,2069,2007-04-17,2026-05-26,6980,0.379,0.381,2490,3.0,0.673,20,True,True,False,False,BAD
B028,43.650_-123.900__c122,2205,2007-04-22,2026-06-03,6983,0.404,0.405,939,3.0,0.877,25,True,True,False,False,BAD
B028,43.700_-123.150__c93,2323,2007-04-11,2026-06-03,6994,0.425,0.426,591,4.0,0.875,24,True,True,False,False,BAD
B028,43.700_-123.500__c133,2270,2007-04-11,2026-06-03,6994,0.416,0.416,1031,3.0,0.871,25,True,True,False,False,BAD
B028,43.700_-123.600__c845,2368,2007-04-11,2026-06-03,6994,0.434,0.434,684,3.0,0.871,25,True,True,False,False,BAD
B028,43.700_-123.750__c195,2033,2007-04-22,2026-06-03,6983,0.372,0.374,1043,3.0,0.9,26,True,True,False,False,BAD
B028,43.750_-123.350__c359,2419,2007-04-11,2026-06-03,6994,0.443,0.444,773,3.0,0.789,25,True,True,False,False,BAD
B028,43.750_-123.400__c988,2346,2007-04-11,2026-06-03,6994,0.43,0.43,1007,3.0,0.881,25,True,True,False,False,BAD
B028,43.750_-123.550__c1039,2242,2007-04-11,2026-06-03,6994,0.41,0.411,786,3.0,0.855,25,True,True,False,False,BAD
B028,43.800_-123.100__c238,3408,2007-04-01,2026-06-03,7004,0.624,0.624,141,3.0,0.723,23,False,False,False,False,GOOD
B028,43.800_-123.350__c542,2374,2007-04-11,2026-06-03,6994,0.435,0.436,671,4.0,0.821,24,True,True,False,False,BAD
B028,43.900_-123.150__c371,2477,2007-04-10,2026-06-03,6995,0.453,0.454,684,3.0,0.807,25,True,True,False,False,BAD
B028,43.950_-123.350__c1030,2425,2007-04-11,2026-06-03,6994,0.444,0.445,683,3.0,0.844,24,True,True,False,False,BAD
B028,43.950_-123.400__c339,2262,2007-04-11,2026-06-03,6994,0.414,0.415,1043,3.0,0.831,25,True,True,False,False,BAD
B028,44.000_-123.200__c729,2737,2007-04-01,2026-06-03,7004,0.501,0.501,680,3.0,0.77,24,False,False,False,False,GOOD
B028,44.000_-123.250__c200,2103,2007-04-22,2026-06-03,6983,0.385,0.387,1036,3.0,0.884,26,True,True,False,False,BAD
B028,44.000_-123.450__c70,2563,2007-04-08,2026-06-03,6997,0.469,0.47,560,4.0,0.822,24,True,True,False,False,BAD
B028,44.050_-123.350__c287,2268,2007-04-11,2026-05-31,6991,0.415,0.416,2565,3.0,0.661,21,True,True,False,False,BAD
B028,44.050_-123.400__c19,2309,2007-04-17,2026-06-03,6988,0.423,0.424,684,3.0,0.85,25,True,True,False,False,BAD
B028,44.050_-123.650__c271,2013,2007-04-23,2026-06-03,6982,0.369,0.37,1061,3.0,0.929,25,True,True,False,False,BAD
B028,44.100_-123.450__c419,2354,2007-04-08,2026-06-03,6997,0.431,0.432,684,4.0,0.87,25,True,True,False,False,BAD
B028,44.100_-123.550__c475,2299,2007-04-11,2026-06-03,6994,0.421,0.422,1030,3.0,0.885,25,True,True,False,False,BAD
B028,44.200_-123.150__c100,2865,2007-04-05,2026-06-03,7000,0.525,0.525,338,4.0,0.756,23,False,False,False,False,GOOD
B028,44.200_-123.700__c119,2947,2007-04-10,2026-06-03,6995,0.54,0.541,663,3.0,0.684,24,False,False,False,False,GOOD
B028,44.250_-123.300__c145,2179,2007-04-11,2026-06-03,6994,0.399,0.4,1046,3.0,0.895,25,True,True,False,False,BAD
B028,44.300_-123.450__c128,3347,2007-04-05,2026-06-03,7000,0.613,0.613,317,3.0,0.623,24,False,False,False,False,GOOD
B028,44.450_-123.300__c222,1947,2007-04-23,2026-06-03,6982,0.356,0.358,1045,2.0,0.905,26,True,True,False,False,BAD
B028,44.450_-123.650__c382,2596,2007-04-01,2026-06-03,7004,0.475,0.475,244,4.0,0.856,24,True,True,False,False,BAD
B028,44.600_-123.400__c439,2160,2007-04-22,2026-06-03,6983,0.395,0.397,924,3.0,0.875,25,True,True,False,False,BAD
B028,44.600_-123.400__c525,2928,2007-04-01,2026-05-31,7001,0.536,0.536,105,5.0,0.89,16,False,False,False,False,GOOD
B028,44.600_-123.650__c749,2146,2007-04-11,2026-06-03,6994,0.393,0.394,1046,3.0,0.822,26,True,True,False,False,BAD
B028,44.650_-123.300__c384,2181,2007-04-11,2026-06-03,6994,0.399,0.4,1031,3.0,0.897,25,True,True,False,False,BAD
B028,44.700_-123.250__c262,2332,2007-04-11,2026-06-03,6994,0.427,0.428,785,3.0,0.861,25,True,True,False,False,BAD
B028,44.750_-123.700__c500,2036,2007-05-06,2026-06-03,6969,0.373,0.375,960,2.6000000000001364,0.821,26,True,True,False,False,BAD
B028,44.800_-123.150__c409,2200,2007-04-10,2026-06-03,6995,0.403,0.404,684,3.0,0.937,25,True,True,False,False,BAD
B028,44.800_-123.200__c316,1946,2007-04-23,2026-06-03,6982,0.356,0.358,1079,2.0,0.874,26,True,True,False,False,BAD
B028,44.800_-123.800__c192,2338,2007-04-11,2026-06-03,6994,0.428,0.429,684,4.0,0.857,24,True,True,False,False,BAD
B028,44.850_-123.450__c107,2634,2007-04-08,2026-06-03,6997,0.482,0.483,255,4.0,0.777,24,True,True,False,False,BAD
B028,44.850_-123.600__c349,2431,2007-04-11,2026-06-03,6994,0.445,0.446,1014,3.0,0.824,24,True,True,False,False,BAD
B028,44.900_-123.650__c542,2196,2007-04-17,2026-06-03,6988,0.402,0.403,925,3.0,0.887,25,True,True,False,False,BAD
B028,44.950_-123.250__c254,2478,2007-04-11,2026-06-04,6995,0.454,0.455,671,3.0,0.752,25,True,True,False,False,BAD
B028,45.000_-123.300__c51,1881,2007-05-06,2026-06-03,6969,0.344,0.347,1761,2.0,0.942,25,True,True,False,False,BAD
B028,45.050_-123.450__c742,2031,2007-04-22,2026-06-03,6983,0.372,0.373,1047,3.0,0.873,25,True,True,False,False,BAD
B028,45.100_-123.300__c41,2308,2007-04-11,2026-06-03,6994,0.423,0.423,941,3.0,0.871,25,True,True,False,False,BAD
B028,45.150_-123.000__c136,2226,2007-04-17,2026-06-03,6988,0.408,0.409,922,3.0,0.85,25,True,True,False,False,BAD
B028,45.150_-123.450__c159,2397,2007-04-10,2026-06-03,6995,0.439,0.44,1030,3.0,0.854,25,True,True,False,False,BAD
B028,45.200_-123.400__c938,2165,2007-04-22,2026-06-03,6983,0.396,0.398,1031,3.0,0.886,25,True,True,False,False,BAD
B028,45.250_-122.950__c180,2029,2007-05-06,2026-06-03,6969,0.371,0.374,1037,3.0,0.916,26,True,True,False,False,BAD
B028,45.250_-123.400__c224,2175,2007-04-11,2026-06-03,6994,0.398,0.399,1031,3.0,0.896,25,True,True,False,False,BAD
B028,45.250_-123.550__c365,2179,2007-04-11,2026-06-03,6994,0.399,0.4,941,3.0,0.874,25,True,True,False,False,BAD
B028,45.300_-123.200__c971,2261,2007-04-10,2026-06-03,6995,0.414,0.415,1042,3.0,0.899,24,True,True,False,False,BAD
B028,45.300_-123.300__c843,2473,2007-04-11,2026-06-03,6994,0.453,0.454,671,4.0,0.835,24,True,True,False,False,BAD
B028,45.300_-123.450__c928,2174,2007-04-17,2026-06-03,6988,0.398,0.399,1050,3.0,0.907,25,True,True,False,False,BAD
B028,45.350_-122.950__c271,2922,2007-04-08,2026-06-03,6997,0.535,0.536,671,4.0,0.758,24,False,False,False,False,GOOD
B028,45.350_-123.100__c451,2634,2007-04-08,2026-06-03,6997,0.482,0.483,482,4.0,0.788,24,True,True,False,False,BAD
B028,45.350_-123.150__c140,2401,2007-04-08,2026-06-03,6997,0.44,0.44,924,3.0,0.851,24,True,True,False,False,BAD
B028,45.350_-123.400__c554,2133,2007-04-17,2026-06-03,6988,0.391,0.392,1031,3.0,0.896,25,True,True,False,False,BAD
B028,45.350_-123.500__c142,2211,2007-04-11,2026-06-03,6994,0.405,0.406,1031,3.0,0.841,26,True,True,False,False,BAD
B030,43.100_-123.250__c422,6005,2008-01-29,2026-06-05,6703,0.915,0.916,75,1.0,0.963,29,False,False,False,False,GOOD
B030,43.100_-123.300__c499,6485,2008-01-28,2026-06-05,6704,0.989,0.989,75,1.0,0.738,30,False,False,False,False,GOOD
B030,43.100_-123.350__c1328,5282,2008-05-11,2026-06-04,6599,0.805,0.818,75,1.0,0.913,28,False,False,False,False,GOOD
B030,43.150_-123.200__c612,6557,2008-01-28,2026-06-05,6704,1.0,1.0,75,1.0,0.961,30,False,False,False,False,GOOD
B030,43.150_-123.400__c319,4416,2008-02-08,2026-06-01,6689,0.673,0.675,103,2.0,0.92,25,False,False,False,False,GOOD
B030,43.150_-123.450__c450,5944,2008-01-28,2026-06-05,6704,0.906,0.906,75,1.0,0.872,29,False,False,False,False,GOOD
B030,43.200_-123.650__c852,4757,2008-02-04,2026-06-01,6693,0.725,0.726,78,2.0,0.915,26,False,False,False,False,GOOD
B030,43.250_-123.200__c195,6553,2008-01-28,2026-06-05,6704,0.999,0.999,75,1.0,0.889,30,False,False,False,False,GOOD
B030,43.250_-123.450__c352,1561,2008-05-13,2026-06-04,6597,0.238,0.242,222,7.0,0.848,12,True,True,False,False,BAD
B030,43.300_-123.450__c30,6489,2008-01-28,2026-06-05,6704,0.989,0.989,75,1.0,0.988,30,False,False,False,False,GOOD
B030,43.400_-123.400__c1154,653,2008-05-26,2025-02-22,6117,0.1,0.109,633,7.0,0.737,14,True,True,False,False,BAD
B030,43.450_-123.300__c684,6482,2008-01-28,2026-06-05,6704,0.988,0.988,75,1.0,0.947,30,False,False,False,False,GOOD
B030,43.450_-123.650__c656,6540,2008-01-28,2026-06-05,6704,0.997,0.997,75,1.0,0.839,30,False,False,False,False,GOOD
B030,43.450_-123.700__c625,6558,2008-01-28,2026-06-05,6704,1.0,1.0,75,1.0,0.958,30,False,False,False,False,GOOD
B030,43.500_-123.450__c1043,5082,2008-02-05,2026-06-05,6696,0.775,0.776,145,2.0,0.845,27,False,False,False,False,GOOD
B030,43.500_-123.650__c500,6547,2008-01-28,2026-06-05,6704,0.998,0.998,75,1.0,0.9,30,False,False,False,False,GOOD
B030,43.650_-123.400__c270,6468,2008-01-28,2026-06-05,6704,0.986,0.986,75,1.0,0.946,30,False,False,False,False,GOOD
B030,43.650_-123.500__c504,5738,2008-01-29,2026-06-01,6699,0.875,0.875,75,1.0,0.849,28,False,False,False,False,GOOD
B030,43.700_-123.350__c825,6438,2008-01-28,2026-06-05,6704,0.981,0.981,75,1.0,0.826,30,False,False,False,False,GOOD
B030,43.700_-123.550__c537,866,2008-06-16,2026-04-14,6512,0.132,0.136,298,11.0,0.827,10,True,True,False,False,BAD
B030,43.700_-123.650__c859,6548,2008-01-28,2026-06-05,6704,0.998,0.998,75,1.0,0.916,30,False,False,False,False,GOOD
B030,43.800_-123.450__c262,6391,2008-01-28,2026-06-05,6704,0.974,0.974,75,1.0,0.887,30,False,False,False,False,GOOD
B030,43.850_-123.300__c273,6558,2008-01-28,2026-06-05,6704,1.0,1.0,75,1.0,0.97,30,False,False,False,False,GOOD
B030,43.900_-123.250__c593,6518,2008-01-28,2026-06-05,6704,0.994,0.994,75,1.0,0.956,30,False,False,False,False,GOOD
B030,43.950_-123.250__c966,6255,2008-01-28,2026-06-05,6704,0.954,0.954,75,1.0,0.958,30,False,False,False,False,GOOD
B030,43.950_-123.350__c847,1747,2008-02-22,2026-05-28,6671,0.266,0.268,165,6.0,0.833,15,True,False,False,False,BAD
B030,44.000_-123.200__c418,778,2008-05-13,2026-04-04,6536,0.119,0.122,541,9.399999999999977,0.605,12,True,True,False,False,BAD
B030,44.000_-123.250__c340,6050,2008-01-28,2026-06-05,6704,0.922,0.922,75,1.0,0.847,29,False,False,False,False,GOOD
B030,44.000_-123.350__c385,6540,2008-01-28,2026-06-05,6704,0.997,0.997,75,1.0,0.95,30,False,False,False,False,GOOD
B030,44.000_-123.600__c565,5305,2008-02-22,2026-06-05,6679,0.809,0.812,90,1.0,0.917,28,False,False,False,False,GOOD
B030,44.050_-123.300__c1011,6551,2008-01-28,2026-06-05,6704,0.999,0.999,75,1.0,0.812,30,False,False,False,False,GOOD
B030,44.300_-123.700__c133,6550,2008-01-28,2026-06-05,6704,0.998,0.998,75,1.0,0.911,30,False,False,False,False,GOOD
B030,44.400_-123.550__c391,6554,2008-01-28,2026-06-05,6704,0.999,0.999,75,1.0,0.771,30,False,False,False,False,GOOD
B030,44.650_-123.200__c73,6560,2008-01-28,2026-06-05,6704,1.0,1.0,75,1.0,0.857,30,False,False,False,False,GOOD
B030,44.650_-123.450__c476,6535,2008-01-28,2026-06-05,6704,0.996,0.996,75,1.0,0.967,30,False,False,False,False,GOOD
B030,44.700_-123.200__c78,6488,2008-01-28,2026-06-05,6704,0.989,0.989,75,1.0,0.969,30,False,False,False,False,GOOD
