station,patch,n_days,first,last,span_d,cov_station,cov_own_span,max_gap_d,p90_gap_d,med_cc,med_nstack,flag_gappy,flag_bursty,flag_short,flag_lowcc,quality
B004,47.600_-123.100__c620,4369,2005-11-23,2025-09-15,7237,0.633,0.658,337,2.0,0.967,26,False,False,False,False,GOOD
B004,47.700_-123.250__c1309,104,2007-10-05,2024-10-19,6225,0.015,0.018,3128,6.0,0.934,15,True,True,False,False,BAD
B004,47.750_-123.100__c378,2759,2005-11-10,2026-06-03,7511,0.4,0.4,248,3.0,0.928,22,True,True,False,False,BAD
B004,47.800_-123.400__c917,3649,2005-11-28,2024-10-19,6901,0.528,0.577,290,3.0,0.743,24,False,False,False,False,GOOD
B004,47.850_-123.100__c776,2282,2006-01-21,2026-05-29,7434,0.33,0.334,267,4.0,0.927,20,True,True,False,False,BAD
B004,48.050_-123.700__c580,3274,2005-12-07,2024-10-19,6892,0.474,0.518,323,3.0,0.982,23,True,False,False,False,BAD
B004,48.150_-123.300__c624,3754,2005-11-24,2024-10-19,6905,0.544,0.593,368,2.0,0.948,26,False,False,False,False,GOOD
B004,48.150_-123.550__c215,2480,2005-12-10,2024-10-19,6889,0.359,0.393,780,3.0,0.992,23,True,True,False,False,BAD
B004,48.150_-123.600__c946,5152,2005-11-12,2026-06-03,7509,0.746,0.746,245,2.0,0.989,26,False,False,False,False,GOOD
B004,48.350_-123.100__c1219,2412,2005-12-10,2024-11-09,6910,0.349,0.381,733,3.0,0.785,21,True,True,False,False,BAD
B004,48.400_-123.750__c510,3463,2005-12-06,2025-10-19,7258,0.502,0.52,561,3.0,0.931,23,False,False,False,False,GOOD
B004,48.400_-123.850__c1161,4272,2005-11-25,2025-10-07,7257,0.619,0.641,289,2.0,0.984,25,False,False,False,False,GOOD
B004,48.450_-123.100__c191,2764,2005-11-12,2026-06-04,7510,0.4,0.4,259,3.0,0.951,22,True,True,False,False,BAD
B004,48.500_-123.700__c309,3821,2005-11-25,2024-10-19,6904,0.553,0.604,368,2.0,0.98,26,False,False,False,False,GOOD
B004,48.550_-123.300__c644,2086,2005-12-14,2025-10-19,7250,0.302,0.313,557,5.0,0.783,17,True,True,False,False,BAD
B004,48.600_-123.500__c54,667,2005-12-16,2024-10-19,6883,0.097,0.106,1782,6.5,0.972,13,True,True,False,False,BAD
B004,48.600_-124.050__c292,3398,2005-12-07,2025-10-28,7266,0.492,0.509,232,3.0,0.957,21,True,False,False,False,BAD
B004,48.600_-124.200__c653,3322,2005-11-28,2024-10-19,6901,0.481,0.525,621,3.0,0.982,22,True,False,False,False,BAD
B004,48.700_-123.650__c1231,1515,2005-12-14,2024-11-09,6906,0.219,0.239,742,6.0,0.946,15,True,True,False,False,BAD
B004,48.700_-124.150__c1318,2081,2005-12-23,2025-10-19,7241,0.301,0.313,560,5.0,0.963,18,True,True,False,False,BAD
B004,48.750_-124.500__c253,2446,2005-11-11,2026-05-28,7504,0.354,0.355,248,3.0,0.945,19,True,True,False,False,BAD
B004,48.750_-124.550__c138,2342,2005-11-11,2026-06-02,7509,0.339,0.339,249,3.0,0.954,19,True,True,False,False,BAD
B004,48.850_-124.300__c345,1940,2005-12-13,2024-11-09,6907,0.281,0.306,734,4.0,0.903,19,True,True,False,False,BAD
B004,48.850_-124.350__c503,4683,2005-11-23,2025-10-19,7271,0.678,0.701,257,2.0,0.982,25,False,False,False,False,GOOD
B004,48.900_-124.550__c933,2651,2005-12-25,2025-10-28,7248,0.384,0.398,238,4.0,0.738,19,True,True,False,False,BAD
B004,49.000_-123.600__c203,1251,2005-12-26,2025-10-29,7248,0.181,0.188,403,7.0,0.737,13,True,True,False,False,BAD
B004,49.000_-123.750__c454,3365,2005-12-09,2025-10-19,7255,0.487,0.505,561,3.0,0.877,22,True,False,False,False,BAD
B004,49.000_-124.900__c742,4052,2005-11-25,2025-09-09,7229,0.587,0.611,289,3.0,0.949,24,False,False,False,False,GOOD
B004,49.100_-124.600__c189,2692,2005-11-10,2026-06-03,7511,0.39,0.39,244,3.0,0.983,21,True,True,False,False,BAD
B004,49.100_-124.650__c704,4526,2005-11-21,2025-09-15,7239,0.655,0.681,337,2.0,0.99,26,False,False,False,False,GOOD
B011,47.750_-123.100__c288,6526,2005-11-10,2026-06-05,7513,0.881,0.881,19,2.0,0.98,27,False,False,False,False,GOOD
B011,47.800_-122.600__c221,7409,2005-11-10,2026-06-05,7513,1.0,1.0,19,1.0,0.974,30,False,False,False,False,GOOD
B011,47.800_-122.700__c384,7406,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.993,30,False,False,False,False,GOOD
B011,47.800_-123.100__c489,7408,2005-11-10,2026-06-05,7513,1.0,1.0,19,1.0,0.978,30,False,False,False,False,GOOD
B011,47.850_-122.800__c102,7400,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.93,30,False,False,False,False,GOOD
B011,47.850_-123.500__c344,7406,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.977,30,False,False,False,False,GOOD
B011,48.000_-122.850__c828,3896,2005-11-23,2026-06-04,7499,0.526,0.527,121,4.0,0.943,19,False,False,False,False,GOOD
B011,48.000_-123.150__c609,7407,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.981,30,False,False,False,False,GOOD
B011,48.050_-122.900__c955,7407,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.918,30,False,False,False,False,GOOD
B011,48.050_-123.600__c694,7403,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.992,30,False,False,False,False,GOOD
B011,48.150_-123.300__c538,7394,2005-11-10,2026-06-05,7513,0.998,0.998,19,1.0,0.959,30,False,False,False,False,GOOD
B011,48.200_-122.900__c599,7406,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.99,30,False,False,False,False,GOOD
B011,48.200_-123.300__c585,7404,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.991,30,False,False,False,False,GOOD
B011,48.200_-123.600__c1133,7403,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.942,30,False,False,False,False,GOOD
B011,48.250_-122.950__c45,7404,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.978,30,False,False,False,False,GOOD
B011,48.250_-123.500__c105,7352,2005-11-10,2026-06-05,7513,0.992,0.992,19,1.0,0.93,30,False,False,False,False,GOOD
B011,48.300_-123.850__c285,7405,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.992,30,False,False,False,False,GOOD
B011,48.300_-123.850__c807,7396,2005-11-10,2026-06-05,7513,0.998,0.998,19,1.0,0.977,30,False,False,False,False,GOOD
B011,48.350_-123.300__c965,7144,2005-11-10,2026-06-05,7513,0.964,0.964,19,1.0,0.931,29,False,False,False,False,GOOD
B011,48.350_-123.550__c1413,7402,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.988,30,False,False,False,False,GOOD
B011,48.400_-123.650__c723,7406,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.964,30,False,False,False,False,GOOD
B011,48.400_-123.750__c1028,7406,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.948,30,False,False,False,False,GOOD
B011,48.400_-123.750__c14,7407,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.987,30,False,False,False,False,GOOD
B011,48.450_-122.800__c507,7406,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.983,30,False,False,False,False,GOOD
B011,48.450_-122.900__c54,7408,2005-11-10,2026-06-05,7513,1.0,1.0,19,1.0,0.992,30,False,False,False,False,GOOD
B011,48.450_-123.100__c873,6407,2005-11-10,2026-06-03,7511,0.865,0.865,20,2.0,0.972,27,False,False,False,False,GOOD
B011,48.450_-123.300__c693,7406,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.977,30,False,False,False,False,GOOD
B011,48.500_-123.050__c382,7406,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.979,30,False,False,False,False,GOOD
B011,48.500_-123.150__c1124,7400,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.98,30,False,False,False,False,GOOD
B011,48.500_-123.450__c834,7403,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.949,30,False,False,False,False,GOOD
B011,48.500_-124.100__c303,7407,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.98,30,False,False,False,False,GOOD
B011,48.550_-123.400__c699,7134,2005-11-10,2026-06-05,7513,0.963,0.963,19,1.0,0.957,29,False,False,False,False,GOOD
B011,48.550_-123.400__c79,7404,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.951,30,False,False,False,False,GOOD
B011,48.550_-123.550__c492,5948,2005-11-15,2026-06-05,7508,0.803,0.803,19,2.0,0.782,26,False,False,False,False,GOOD
B011,48.550_-123.650__c1083,7404,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.991,30,False,False,False,False,GOOD
B011,48.550_-124.200__c234,7407,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.994,30,False,False,False,False,GOOD
B011,48.600_-123.200__c1005,7406,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.96,30,False,False,False,False,GOOD
B011,48.600_-123.250__c427,7404,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.991,30,False,False,False,False,GOOD
B011,48.600_-123.350__c655,7046,2005-11-10,2026-06-05,7513,0.951,0.951,19,1.0,0.863,29,False,False,False,False,GOOD
B011,48.600_-123.350__c884,7406,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.97,30,False,False,False,False,GOOD
B011,48.600_-123.450__c1039,7406,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.958,30,False,False,False,False,GOOD
B011,48.600_-123.600__c1592,7405,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.978,30,False,False,False,False,GOOD
B011,48.600_-123.850__c1386,7364,2005-11-10,2026-06-05,7513,0.994,0.994,19,1.0,0.961,30,False,False,False,False,GOOD
B011,48.600_-123.900__c943,7409,2005-11-10,2026-06-05,7513,1.0,1.0,19,1.0,0.932,30,False,False,False,False,GOOD
B011,48.600_-124.400__c148,7406,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.973,30,False,False,False,False,GOOD
B011,48.650_-123.700__c437,7380,2005-11-10,2026-06-05,7513,0.996,0.996,19,1.0,0.985,30,False,False,False,False,GOOD
B011,48.650_-124.000__c953,7406,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.984,30,False,False,False,False,GOOD
B011,48.700_-123.150__c25,12,2007-10-05,2022-12-24,5560,0.002,0.002,4837,675.0,0.978,6,True,True,False,False,BAD
B011,48.700_-123.250__c225,7404,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.977,30,False,False,False,False,GOOD
B011,48.700_-123.400__c42,7405,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.962,30,False,False,False,False,GOOD
B011,48.700_-123.650__c341,7406,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.823,30,False,False,False,False,GOOD
B011,48.700_-123.850__c1074,7406,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.971,30,False,False,False,False,GOOD
B011,48.750_-123.600__c465,7404,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.987,30,False,False,False,False,GOOD
B011,48.750_-123.900__c996,7404,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.987,30,False,False,False,False,GOOD
B011,48.800_-123.500__c375,13,2007-10-05,2022-12-24,5560,0.002,0.002,3353,1403.1000000000004,0.952,6,True,True,False,False,BAD
B011,48.800_-124.500__c366,7406,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.991,30,False,False,False,False,GOOD
B011,48.850_-123.500__c244,7403,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.976,30,False,False,False,False,GOOD
B011,48.850_-123.650__c147,7408,2005-11-10,2026-06-05,7513,1.0,1.0,19,1.0,0.856,30,False,False,False,False,GOOD
B011,48.850_-124.100__c234,7399,2005-11-10,2026-06-05,7513,0.998,0.998,19,1.0,0.991,30,False,False,False,False,GOOD
B011,48.900_-123.600__c1384,7407,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.975,30,False,False,False,False,GOOD
B011,48.900_-123.700__c547,7407,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.99,30,False,False,False,False,GOOD
B011,48.900_-124.050__c395,7180,2005-11-10,2026-06-05,7513,0.969,0.969,19,1.0,0.971,30,False,False,False,False,GOOD
B011,48.900_-124.050__c988,7407,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.959,30,False,False,False,False,GOOD
B011,48.950_-124.600__c985,7397,2005-11-10,2026-06-05,7513,0.998,0.998,19,1.0,0.984,30,False,False,False,False,GOOD
B011,48.950_-124.750__c321,7406,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.97,30,False,False,False,False,GOOD
B011,49.000_-123.750__c270,7406,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.973,30,False,False,False,False,GOOD
B011,49.000_-124.300__c1185,7404,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.978,30,False,False,False,False,GOOD
B011,49.000_-124.350__c495,3033,2005-11-23,2026-06-05,7500,0.409,0.41,67,5.0,0.938,15,True,False,False,False,BAD
B011,49.100_-124.700__c86,7404,2005-11-10,2026-06-05,7513,0.999,0.999,19,1.0,0.993,30,False,False,False,False,GOOD
B011,49.300_-124.750__c358,6542,2005-11-10,2026-06-05,7513,0.883,0.883,19,1.0,0.793,28,False,False,False,False,GOOD
B011,49.350_-124.700__c414,4701,2005-11-10,2026-06-05,7513,0.634,0.634,99,3.0,0.915,21,False,False,False,False,GOOD
B013,47.000_-122.800__c817,2041,2007-02-08,2026-06-03,7056,0.298,0.298,215,5.0,0.965,18,True,True,False,False,BAD
B013,47.050_-122.800__c689,4173,2007-01-25,2026-06-04,7071,0.608,0.609,84,3.0,0.986,20,False,False,False,False,GOOD
B013,47.050_-123.100__c1259,6647,2007-01-23,2026-06-05,7074,0.969,0.969,79,1.0,0.971,30,False,False,False,False,GOOD
B013,47.100_-123.100__c1064,65,2007-02-05,2025-01-08,6548,0.009,0.01,1172,359.70000000000005,0.526,7,True,True,False,True,BAD
B013,47.250_-122.750__c292,6143,2007-01-23,2026-06-04,7073,0.895,0.896,79,1.0,0.975,28,False,False,False,False,GOOD
B013,47.250_-123.100__c423,6015,2007-01-29,2026-06-04,7067,0.877,0.878,82,1.0,0.962,27,False,False,False,False,GOOD
B013,47.350_-122.750__c1097,6835,2007-01-22,2026-06-05,7075,0.996,0.996,79,1.0,0.993,30,False,False,False,False,GOOD
B013,47.400_-123.000__c670,1215,2007-01-23,2026-01-14,6932,0.177,0.181,335,9.0,0.968,10,True,True,False,False,BAD
B013,47.450_-123.300__c191,6755,2007-01-22,2026-06-05,7075,0.985,0.985,79,1.0,0.996,30,False,False,False,False,GOOD
B013,47.500_-122.750__c964,6650,2007-01-23,2026-06-04,7073,0.969,0.97,79,1.0,0.988,30,False,False,False,False,GOOD
B013,47.500_-123.050__c223,23,2007-08-07,2016-06-06,3227,0.003,0.007,3100,23.10000000000002,0.888,7,True,True,True,False,BAD
B013,47.500_-123.200__c104,6793,2007-01-22,2026-06-05,7075,0.99,0.99,79,1.0,0.98,30,False,False,False,False,GOOD
B013,47.550_-122.850__c299,6710,2007-01-23,2026-06-04,7073,0.978,0.978,79,1.0,0.992,30,False,False,False,False,GOOD
B013,47.550_-123.250__c630,6633,2007-01-23,2026-06-05,7074,0.967,0.967,79,1.0,0.906,30,False,False,False,False,GOOD
B013,47.600_-122.700__c585,3875,2007-01-23,2026-01-30,6948,0.565,0.575,80,3.0,0.938,20,False,False,False,False,GOOD
B013,47.650_-122.700__c551,23,2007-08-07,2016-06-06,3227,0.003,0.007,3100,23.10000000000002,0.759,7,True,True,True,False,BAD
B013,47.650_-123.000__c800,2250,2007-02-03,2026-05-02,7029,0.328,0.33,167,6.0,0.936,15,True,False,False,False,BAD
B013,47.650_-123.050__c381,6654,2007-01-23,2026-06-05,7074,0.97,0.97,79,1.0,0.952,30,False,False,False,False,GOOD
B013,47.650_-123.100__c110,6770,2007-01-23,2026-06-05,7074,0.987,0.987,79,1.0,0.976,30,False,False,False,False,GOOD
B013,47.700_-122.900__c754,6714,2007-01-22,2026-06-04,7074,0.979,0.979,79,1.0,0.992,30,False,False,False,False,GOOD
B013,47.700_-122.950__c915,221,2007-01-23,2025-10-06,6832,0.032,0.033,856,59.099999999999994,0.503,8,True,True,False,True,BAD
B013,47.700_-123.100__c1235,5236,2007-01-23,2026-05-26,7064,0.763,0.764,79,2.0,0.984,25,False,False,False,False,GOOD
B013,47.700_-123.400__c810,6553,2007-01-22,2026-06-04,7074,0.955,0.955,79,1.0,0.994,30,False,False,False,False,GOOD
B013,47.700_-123.450__c404,6755,2007-01-22,2026-06-05,7075,0.985,0.985,79,1.0,0.992,30,False,False,False,False,GOOD
B013,47.750_-122.600__c700,6790,2007-01-23,2026-06-05,7074,0.99,0.99,79,1.0,0.976,30,False,False,False,False,GOOD
B013,47.750_-122.700__c737,6720,2007-01-23,2026-06-05,7074,0.98,0.98,79,1.0,0.938,30,False,False,False,False,GOOD
B013,47.750_-122.750__c376,5683,2007-01-23,2026-06-04,7073,0.828,0.829,79,2.0,0.964,27,False,False,False,False,GOOD
B013,47.750_-122.750__c920,5584,2007-01-23,2026-06-03,7072,0.814,0.814,79,2.0,0.976,27,False,False,False,False,GOOD
B013,47.750_-123.050__c896,6266,2007-01-23,2026-06-04,7073,0.913,0.914,79,1.0,0.971,29,False,False,False,False,GOOD
B013,47.750_-123.400__c466,4807,2007-01-23,2026-05-26,7064,0.701,0.702,82,2.0,0.963,24,False,False,False,False,GOOD
B013,47.750_-123.450__c139,6149,2007-01-23,2026-06-04,7073,0.896,0.897,79,1.0,0.995,28,False,False,False,False,GOOD
B013,47.800_-122.800__c561,5048,2007-01-23,2026-06-04,7073,0.736,0.736,79,2.0,0.991,24,False,False,False,False,GOOD
B013,47.800_-122.900__c109,43,2007-08-07,2021-02-06,4933,0.006,0.009,1454,560.3999999999997,0.735,7,True,True,False,False,BAD
B013,47.800_-122.950__c888,6668,2007-01-23,2026-06-05,7074,0.972,0.972,79,1.0,0.975,30,False,False,False,False,GOOD
B013,47.800_-123.100__c949,6281,2007-01-23,2026-06-04,7073,0.916,0.916,79,1.0,0.964,29,False,False,False,False,GOOD
B013,47.850_-122.750__c708,6608,2007-01-22,2026-06-05,7075,0.963,0.963,79,1.0,0.994,30,False,False,False,False,GOOD
B013,47.850_-123.100__c302,6530,2007-01-23,2026-06-05,7074,0.952,0.952,79,1.0,0.956,30,False,False,False,False,GOOD
B013,47.850_-123.150__c547,6803,2007-01-23,2026-06-05,7074,0.992,0.992,79,1.0,0.956,30,False,False,False,False,GOOD
B013,47.850_-123.350__c295,6520,2007-01-22,2026-06-05,7075,0.95,0.95,79,1.0,0.982,30,False,False,False,False,GOOD
B013,47.900_-122.800__c382,6237,2007-01-23,2026-06-04,7073,0.909,0.909,79,1.0,0.985,29,False,False,False,False,GOOD
B013,47.900_-122.850__c822,4795,2007-01-31,2026-06-04,7065,0.699,0.7,79,2.0,0.98,24,False,False,False,False,GOOD
B013,47.900_-122.950__c324,3939,2007-01-23,2026-06-04,7073,0.574,0.574,91,3.0,0.993,21,False,False,False,False,GOOD
B013,47.900_-123.050__c350,5424,2007-01-23,2026-06-04,7073,0.791,0.791,79,2.0,0.995,26,False,False,False,False,GOOD
B013,47.900_-123.050__c777,4626,2007-01-23,2026-06-04,7073,0.674,0.675,79,3.0,0.986,23,False,False,False,False,GOOD
B013,47.900_-123.150__c889,6608,2007-01-23,2026-06-04,7073,0.963,0.964,79,1.0,0.927,30,False,False,False,False,GOOD
B013,47.950_-122.750__c50,6501,2007-01-23,2026-06-04,7073,0.948,0.948,79,1.0,0.972,30,False,False,False,False,GOOD
B013,47.950_-122.850__c511,6816,2007-01-22,2026-06-05,7075,0.994,0.994,79,1.0,0.987,30,False,False,False,False,GOOD
B013,47.950_-122.950__c424,6652,2007-01-22,2026-06-05,7075,0.97,0.97,79,1.0,0.991,30,False,False,False,False,GOOD
B013,48.000_-122.900__c421,6643,2007-01-23,2026-06-04,7073,0.968,0.969,79,1.0,0.985,30,False,False,False,False,GOOD
B013,48.000_-123.100__c277,6753,2007-01-22,2026-06-05,7075,0.984,0.984,79,1.0,0.959,30,False,False,False,False,GOOD
B013,48.000_-123.200__c710,6714,2007-01-22,2026-06-04,7074,0.979,0.979,79,1.0,0.992,30,False,False,False,False,GOOD
B013,48.000_-123.400__c519,6588,2007-01-23,2026-06-05,7074,0.96,0.96,79,1.0,0.965,30,False,False,False,False,GOOD
B013,48.000_-123.550__c63,6753,2007-01-23,2026-06-05,7074,0.984,0.985,79,1.0,0.987,30,False,False,False,False,GOOD
B013,48.050_-122.900__c1046,1923,2007-06-13,2026-01-19,6796,0.28,0.288,175,6.0,0.874,14,True,False,False,False,BAD
B013,48.100_-123.000__c176,23,2007-08-07,2016-06-06,3227,0.003,0.007,3100,23.10000000000002,0.772,7,True,True,True,False,BAD
B013,48.100_-123.700__c339,6094,2007-01-23,2026-06-04,7073,0.888,0.889,79,1.0,0.995,29,False,False,False,False,GOOD
B013,48.150_-122.950__c26,21,2007-08-07,2016-06-06,3227,0.003,0.007,3100,26.10000000000003,0.951,7,True,True,True,False,BAD
B013,48.200_-123.100__c480,5489,2007-01-23,2026-06-04,7073,0.8,0.8,79,2.0,0.967,26,False,False,False,False,GOOD
B013,48.200_-123.400__c782,21,2007-08-07,2016-06-06,3227,0.003,0.007,3100,26.10000000000003,0.946,7,True,True,True,False,BAD
B013,48.250_-123.200__c416,4101,2007-01-23,2026-05-25,7063,0.598,0.599,98,3.0,0.971,21,False,False,False,False,GOOD
B013,48.250_-123.300__c1148,23,2007-08-07,2016-06-06,3227,0.003,0.007,3100,23.10000000000002,0.877,7,True,True,True,False,BAD
B013,48.250_-123.800__c838,23,2007-08-07,2016-06-06,3227,0.003,0.007,3100,23.10000000000002,0.965,7,True,True,True,False,BAD
B013,48.300_-122.900__c446,4218,2007-01-25,2026-06-04,7071,0.615,0.615,83,3.0,0.973,21,False,False,False,False,GOOD
B013,48.350_-122.850__c666,6475,2007-01-23,2026-06-04,7073,0.944,0.944,79,1.0,0.997,30,False,False,False,False,GOOD
B013,48.350_-123.850__c846,5876,2007-01-23,2026-06-04,7073,0.857,0.857,79,1.0,0.965,27,False,False,False,False,GOOD
B013,48.400_-122.800__c1047,6646,2007-01-23,2026-06-05,7074,0.969,0.969,79,1.0,0.987,30,False,False,False,False,GOOD
B013,48.500_-122.750__c208,6807,2007-01-22,2026-06-05,7075,0.992,0.992,79,1.0,0.971,30,False,False,False,False,GOOD
B013,48.500_-123.400__c348,5691,2007-01-23,2026-06-03,7072,0.83,0.83,79,2.0,0.962,26,False,False,False,False,GOOD
B013,48.500_-123.800__c783,2172,2007-06-04,2026-03-26,6871,0.317,0.322,234,6.0,0.943,15,True,True,False,False,BAD
B013,48.500_-124.050__c791,5553,2007-01-23,2026-06-04,7073,0.809,0.81,79,2.0,0.989,26,False,False,False,False,GOOD
B013,48.550_-123.200__c1170,6247,2007-01-23,2026-06-03,7072,0.911,0.911,79,1.0,0.964,29,False,False,False,False,GOOD
B013,48.650_-123.550__c133,26,2007-08-07,2021-02-06,4933,0.004,0.005,3100,26.400000000000006,0.833,6,True,True,False,False,BAD
B013,48.700_-123.600__c116,6812,2007-01-22,2026-06-05,7075,0.993,0.993,79,1.0,0.994,30,False,False,False,False,GOOD
B014,46.900_-122.650__c482,5070,2008-03-20,2026-06-05,6652,0.844,0.845,416,1.0,0.949,29,False,False,False,False,GOOD
B014,46.900_-122.800__c1014,5252,2008-03-27,2025-11-22,6450,0.874,0.897,406,1.0,0.989,30,False,False,False,False,GOOD
B014,46.900_-122.900__c608,5176,2008-03-16,2026-06-05,6656,0.861,0.862,411,1.0,0.945,30,False,False,False,False,GOOD
B014,47.050_-122.600__c173,5469,2008-03-27,2026-06-01,6641,0.91,0.913,406,1.0,0.977,30,False,False,False,False,GOOD
B014,47.100_-123.000__c387,5947,2008-03-11,2026-06-05,6661,0.99,0.99,401,1.0,0.939,30,False,False,False,False,GOOD
B014,47.200_-122.700__c508,3837,2008-03-16,2025-11-22,6461,0.639,0.654,447,2.0,0.795,25,False,False,False,False,GOOD
B014,47.200_-123.100__c692,2217,2009-04-25,2025-11-21,6055,0.369,0.406,446,4.0,0.976,18,True,True,False,False,BAD
B014,47.200_-123.200__c234,5568,2008-03-12,2026-06-03,6658,0.927,0.927,404,1.0,0.906,30,False,False,False,False,GOOD
B014,47.250_-123.000__c618,4721,2008-03-27,2025-11-23,6451,0.786,0.806,409,1.0,0.87,29,False,False,False,False,GOOD
B014,47.300_-123.050__c547,2922,2009-05-03,2026-06-05,6243,0.486,0.523,442,3.0,0.963,20,True,False,False,False,BAD
B014,47.300_-123.050__c762,4121,2008-04-21,2025-11-22,6425,0.686,0.707,439,2.0,0.971,27,False,False,False,False,GOOD
B014,47.350_-122.950__c84,5923,2008-03-12,2026-06-05,6660,0.986,0.986,401,1.0,0.976,30,False,False,False,False,GOOD
B014,47.400_-122.700__c961,5380,2008-03-24,2026-06-05,6648,0.895,0.897,404,1.0,0.938,30,False,False,False,False,GOOD
B014,47.400_-122.750__c1041,5983,2008-03-13,2026-06-05,6659,0.996,0.996,401,1.0,0.963,30,False,False,False,False,GOOD
B014,47.400_-122.750__c917,2250,2009-05-01,2025-11-22,6050,0.374,0.412,495,4.0,0.956,17,True,True,False,False,BAD
B014,47.450_-123.300__c190,111,2009-11-22,2026-04-18,5992,0.018,0.021,729,248.2000000000001,0.618,7,True,True,False,False,BAD
B014,47.500_-123.300__c66,1087,2008-03-21,2026-06-04,6650,0.181,0.181,621,8.0,0.787,12,True,True,False,False,BAD
B014,47.550_-122.750__c139,5597,2008-03-22,2026-06-05,6650,0.931,0.933,403,1.0,0.981,30,False,False,False,False,GOOD
B014,47.550_-122.900__c647,99,2009-05-10,2025-10-29,6017,0.016,0.018,1285,284.2999999999998,0.825,8,True,True,False,False,BAD
B014,47.550_-123.150__c70,5430,2008-03-17,2026-06-05,6655,0.904,0.905,404,1.0,0.923,30,False,False,False,False,GOOD
B014,47.550_-123.300__c942,831,2009-05-05,2026-04-11,6186,0.138,0.15,621,10.100000000000023,0.919,10,True,True,False,False,BAD
B014,47.600_-122.750__c752,5678,2008-03-15,2026-06-05,6657,0.945,0.946,403,1.0,0.943,30,False,False,False,False,GOOD
B014,47.600_-123.050__c1275,5928,2008-03-12,2026-06-05,6660,0.987,0.987,402,1.0,0.865,30,False,False,False,False,GOOD
B014,47.600_-123.100__c150,1537,2008-04-04,2026-06-05,6637,0.256,0.257,606,6.0,0.711,15,True,True,False,False,BAD
B014,47.600_-123.150__c679,2989,2008-03-21,2026-05-19,6634,0.497,0.5,444,3.0,0.696,20,True,False,False,False,BAD
B014,47.650_-122.650__c971,3808,2008-04-12,2026-06-05,6629,0.634,0.637,415,2.0,0.94,24,False,False,False,False,GOOD
B014,47.650_-123.350__c54,5984,2008-03-12,2026-06-05,6660,0.996,0.996,401,1.0,0.987,30,False,False,False,False,GOOD
B014,47.700_-122.600__c532,5855,2008-03-16,2026-06-05,6656,0.974,0.975,402,1.0,0.985,30,False,False,False,False,GOOD
B014,47.700_-122.950__c1431,3509,2009-04-26,2026-04-23,6207,0.584,0.632,428,2.0,0.784,24,False,False,False,False,GOOD
B014,47.700_-123.300__c375,4791,2008-03-20,2026-06-05,6652,0.797,0.798,414,2.0,0.744,27,False,False,False,False,GOOD
