kind,fam,nwin,coda,coda_sigma,s_amp,daynight_cc,verdict
F,47.150_-122.900__c263,248,0.7243568897247314,15.201432315353205,2.312666177749634,0.6360037817496854,TRUSTED
F,47.250_-123.150__c69,247,0.505429744720459,9.147007133010963,2.0630130767822266,0.6360641759064295,TRUSTED
F,47.500_-123.250__c558,249,0.8375120162963867,18.330734749791766,2.195021390914917,0.9074823623446595,TRUSTED
F,47.600_-122.550__c163,248,1.482016921043396,36.15450313341194,1.6589553356170654,0.8988421570529858,TRUSTED
F,47.700_-122.700__c774,248,0.8850641250610352,19.645787228882682,2.3564341068267822,0.8607332061247913,TRUSTED
F,48.000_-123.700__c425,248,1.772807240486145,44.196302759407004,1.738959550857544,0.8981024157963637,TRUSTED
F,48.350_-123.500__c846,248,1.1816489696502686,27.847834315127155,2.080118417739868,0.7545738686963496,TRUSTED
F,48.750_-124.250__c34,247,1.2791935205459595,30.545426636680567,1.7605587244033813,0.8369671422714833,TRUSTED
F,47.750_-123.400__c155,249,0.4235922396183014,6.883792803235204,2.7633306980133057,0.30884077305850804,TRUSTED
F,47.850_-123.350__c732,247,0.43186190724372864,7.11249027206672,2.2934985160827637,0.6534030117596891,TRUSTED
F,47.900_-123.000__c803,249,1.101084589958191,25.61982823941655,2.2935523986816406,0.9281031879892038,TRUSTED
F,47.950_-123.150__c497,249,0.28105735778808594,2.9419939098262073,2.3994994163513184,0.23224513611732617,UNDETERMINED
F,48.400_-122.850__c484,246,0.2427707016468048,1.883177310884459,2.06618332862854,0.2517447242106155,UNDETERMINED
F,48.500_-123.600__c661,246,0.934831976890564,21.022116031699237,2.345435380935669,0.6109115246258017,TRUSTED
F,47.400_-122.850__c245,248,1.2878949642181396,30.786064862198707,1.4601484537124634,0.8671210929764902,TRUSTED
F,48.100_-123.250__c542,248,0.4109848439693451,6.535135565233478,1.73618483543396,0.5110904950119092,UNDETERMINED
F,48.400_-123.850__c954,139,0.27925804257392883,0.8623773897760074,3.708146810531616,,FAIL
F,47.250_-122.850__c191,246,0.8200349807739258,17.847407732587882,2.225649356842041,0.7946983948887049,TRUSTED
F,47.300_-123.200__c496,246,0.1712816059589386,-0.09385199348547049,2.368344783782959,0.13725123994782318,FAIL
F,48.400_-122.850__c665,246,0.8399395942687988,18.397869363034836,2.4385504722595215,0.8747140764937527,TRUSTED
F,48.950_-124.200__c338,247,0.6607814431190491,13.443254795153113,1.5766289234161377,0.6401015610841703,TRUSTED
F,47.950_-123.350__c644,248,0.439232736825943,7.316330395393778,2.707515001296997,0.4758077714128612,TRUSTED
F,48.050_-123.400__c46,249,0.7044607996940613,14.65120640111362,2.1255552768707275,0.791247875773967,TRUSTED
F,48.100_-122.750__c175,248,0.7347742319107056,15.489523674981575,2.383072853088379,0.36023222264572796,TRUSTED
F,48.200_-123.150__c277,249,0.8658406734466553,19.114163114644278,1.7603893280029297,0.7318789918670555,TRUSTED
F,48.200_-123.650__c708,249,1.500744342803955,36.67240955340047,2.2617430686950684,0.9547789171117135,TRUSTED
F,48.500_-123.900__c545,249,0.8251004815101624,17.987494039464288,2.215242624282837,0.7659767206304414,TRUSTED
F,47.800_-123.150__c178,247,0.8025205135345459,17.363045542109674,2.37812876701355,0.7721412214322635,TRUSTED
F,47.850_-123.100__c671,247,1.5302388668060303,37.48807993934497,2.2680583000183105,0.9395968108263043,TRUSTED
