kind,fam,nwin,coda,coda_sigma,s_amp,daynight_cc,verdict
F,39.900_-122.900__c330,221,1.3928641080856323,32.353266774235514,1.7859102487564087,0.7599807066584932,TRUSTED
F,40.550_-122.850__c1406,242,2.477717161178589,64.50882332283328,1.1456964015960693,0.9033015340763935,TRUSTED
F,40.800_-123.400__c24,237,0.8781946897506714,18.570916411099326,1.4010981321334839,0.7282944306020435,TRUSTED
F,40.850_-122.800__c528,195,0.23891513049602509,0.9555149755139923,2.7049946784973145,0.19944487773879777,FAIL
F,40.900_-122.800__c1573,238,0.7945773005485535,16.311392290339793,2.1274266242980957,0.5887171053119856,TRUSTED
F,41.000_-123.200__c1203,236,0.7349890470504761,14.70118779367238,2.4062740802764893,0.6152612935462883,TRUSTED
F,40.450_-122.800__c180,241,0.4145983159542084,6.335748182534512,1.8419427871704102,0.2982830938573067,UNDETERMINED
F,40.800_-123.050__c477,240,0.6207445859909058,12.148385920053155,2.2157270908355713,0.5024310863974792,TRUSTED
F,41.000_-122.850__c1386,193,0.2656268775463104,1.6392708294017224,2.922553777694702,-0.0507437044237863,UNDETERMINED
F,41.100_-122.850__c882,240,0.21080408990383148,0.5894302461587969,2.198770046234131,0.10879149398133227,FAIL
F,41.200_-122.850__c1310,245,1.0176159143447876,23.338834622900244,2.3510684967041016,0.9166816150877627,TRUSTED
F,41.200_-123.300__c1051,245,1.5132970809936523,37.31539143631024,2.1520862579345703,0.8742952171330796,TRUSTED
F,40.800_-122.900__c1147,240,1.1200512647628784,26.22717009164361,2.1115615367889404,0.8169398623223556,TRUSTED
F,40.800_-123.150__c517,245,1.269416093826294,30.438760444054434,2.2675936222076416,0.8524038906134733,TRUSTED
F,41.300_-123.050__c685,242,0.43079960346221924,6.792570491998026,2.266160011291504,0.4141955176307294,UNDETERMINED
F,39.900_-122.900__c483,246,0.7683825492858887,16.31128441337075,1.7199152708053589,0.6667989647921158,TRUSTED
F,40.050_-123.650__c452,241,1.0632681846618652,24.626076488596915,1.1724072694778442,0.765584910915352,TRUSTED
F,40.300_-122.950__c550,191,0.19317156076431274,-0.21540931943757213,3.047022819519043,0.04904110246354849,FAIL
F,40.500_-122.900__c173,227,0.29257258772850037,2.5846949056132855,2.5166261196136475,0.6265250166454738,UNDETERMINED
F,40.650_-122.900__c1461,224,0.26831844449043274,1.9284949870136001,2.107876777648926,0.13336911211624392,UNDETERMINED
F,40.800_-122.850__c1459,242,1.0051051378250122,22.9860724229751,2.2590606212615967,0.8562082937277246,TRUSTED
F,41.050_-122.850__c1402,231,0.5029275417327881,8.430380085270485,2.553248167037964,-0.08365202424310304,UNDETERMINED
F,41.250_-122.950__c117,240,2.2080442905426025,56.90494718010863,0.8825210928916931,0.9718325918745402,TRUSTED
F,40.800_-122.950__c1419,234,0.6203657984733582,11.603817767758516,2.3487236499786377,0.6365726296994729,TRUSTED
