kind,fam,nwin,coda,coda_sigma,s_amp,daynight_cc,verdict
F,48.400_-123.450__c723,245,0.4741588532924652,9.169391440073856,1.9531034231185913,0.6450590414038987,UNDETERMINED
F,48.900_-123.650__c1116,247,0.8573984503746033,20.992719078664198,1.6590372323989868,0.5353160436080305,TRUSTED
F,49.000_-124.950__c159,249,0.5625970959663391,11.897800317641554,2.1711573600769043,0.6674914351894261,TRUSTED
F,49.050_-124.800__c1402,221,0.9745153188705444,19.694473218272005,2.8073811531066895,0.38722555900246824,TRUSTED
R,48.400_-123.450__c723,250,0.35748031735420227,4.891826394204906,2.3215930461883545,0.22958064474223283,
R,48.500_-123.450__c603,245,0.3555693030357361,5.510784349695682,2.734729051589966,0.6313176303685746,
R,48.700_-124.200__c127,247,0.24807961285114288,2.1946191243402486,1.970805287361145,0.27345687214320974,
R,48.800_-123.550__c906,238,0.2355295866727829,1.2766152869556513,2.779083013534546,-0.06302454404534368,
R,48.800_-123.700__c67,249,0.2571806311607361,2.4753947073916724,2.2422122955322266,0.1747473167141301,
R,48.800_-123.800__c370,240,0.38754594326019287,6.4972959133065,2.5872175693511963,0.44654357223786156,
R,48.800_-124.000__c736,247,0.5083015561103821,10.222728216745013,2.1578481197357178,0.8637094196746108,
R,48.800_-124.000__c958,245,0.324077844619751,4.539241133639554,2.3353209495544434,0.3297076128659311,
R,48.850_-123.900__c978,245,0.18891464173793793,0.36932016378104277,2.470104694366455,0.3720535260301348,
R,48.850_-124.850__c63,249,0.447383314371109,8.343339091158636,1.9275895357131958,0.9193510162464787,
R,48.900_-123.850__c177,242,0.23984330892562866,1.9405208511352194,2.8223838806152344,0.17581874603824213,
R,48.900_-124.200__c698,239,0.265095591545105,2.0802090777870905,3.2057864665985107,0.1850649721913057,
R,48.900_-124.350__c1093,248,0.37242862582206726,6.03091144142943,2.054110288619995,0.8166962833098962,
R,48.950_-124.250__c528,249,0.3760407865047455,6.142350237315089,2.281888008117676,0.6148096447051417,
R,48.950_-124.650__c660,248,0.3366352617740631,4.926650102963948,1.8905682563781738,0.5790716948126758,
R,49.000_-123.800__c361,243,0.1634674370288849,-0.41575173654487496,2.352447748184204,0.22101973654443122,
R,49.000_-125.250__c82,248,0.3957359194755554,6.749964929983657,2.32088303565979,0.6867756246016791,
R,49.050_-124.800__c1402,238,0.3636108636856079,4.75782011573589,2.971112012863159,0.2832470977115186,
R,49.100_-124.450__c577,250,0.2652226388454437,2.3699509553602263,2.523393154144287,-0.14148525434578763,
R,49.100_-125.000__c878,249,0.5159702301025391,10.459314534685891,2.0592098236083984,0.492807456845188,
R,49.200_-124.800__c596,250,0.4355802834033966,7.026698952648572,1.9134368896484375,0.8678683009862603,
R,49.250_-125.000__c359,249,0.35403239727020264,5.463369258578034,2.157637357711792,0.668183634845832,
R,49.300_-124.950__c901,250,0.5054360032081604,8.936213985825189,1.9258674383163452,0.8987318387657124,
R,49.300_-125.150__c1018,250,0.2658995985984802,2.38845573677099,2.2126963138580322,0.5847447324569469,
R,49.300_-125.150__c270,249,0.31789350509643555,4.348448029354011,2.2769243717193604,0.033067510944455356,
R,49.300_-125.350__c314,249,0.40042006969451904,6.894475682966501,2.3681344985961914,0.6675080412572886,
R,49.600_-125.550__c37,247,0.5814216732978821,12.478557491856803,1.827051043510437,0.8509289860154835,
R,49.600_-125.650__c256,250,0.33745676279067993,4.344479969838512,1.874315619468689,0.4410246771240144,
R,49.900_-126.050__c295,235,0.30976298451423645,3.2942533762179598,1.9176697731018066,0.7108115120652255,
F,48.500_-123.750__c43,249,0.970271110534668,24.47495435046907,1.712060570716858,0.589599257690285,TRUSTED
F,48.750_-123.550__c705,249,0.4848872125148773,9.500372129639407,2.2234013080596924,0.6257201420859466,UNDETERMINED
F,48.800_-123.700__c375,250,0.6234212517738342,12.161355841909392,1.8538429737091064,0.4351061206586633,TRUSTED
F,48.900_-124.050__c133,250,0.8373181223869324,18.008254150690274,2.31687331199646,0.8142923751109074,TRUSTED
