kind,fam,nwin,coda,coda_sigma,s_amp,daynight_cc,verdict
F,46.300_-122.950__c58,245,0.9189362525939941,21.652687557467104,2.3412225246429443,0.8546280977401794,TRUSTED
F,46.550_-122.800__c625,242,1.572938084602356,40.75012464428857,1.644058346748352,0.627438052435319,TRUSTED
F,46.750_-122.800__c340,243,0.9556187987327576,22.723850638032456,1.6544761657714844,0.7312147701381618,TRUSTED
F,47.250_-122.950__c774,247,0.49100708961486816,9.156774140047906,2.0957212448120117,0.34190319352545495,TRUSTED
F,47.600_-122.700__c724,247,1.0740251541137695,26.18142187391821,2.4935808181762695,0.7777354517442541,TRUSTED
R,46.350_-123.050__c285,248,0.3110160231590271,3.900874386258873,2.0638906955718994,0.5129046897083058,
R,46.350_-123.200__c18,246,0.3389688730239868,4.717122545769546,1.9751099348068237,0.6964611969723219,
R,46.550_-122.800__c625,248,0.18138387799263,0.11550007141548144,1.8148363828659058,0.18989648719503185,
R,46.750_-122.950__c479,249,0.17194698750972748,-0.16006555160275954,1.9688124656677246,-0.0566137632522298,
R,46.800_-123.050__c44,248,0.31593698263168335,4.0445707940307845,2.2468979358673096,0.4734457027407455,
R,46.900_-122.850__c891,245,0.2284044325351715,1.4885422223924565,1.8624476194381714,0.5363021962899733,
R,46.950_-123.100__c523,248,0.30715224146842957,3.7880485130853927,1.8351266384124756,0.41805550025571886,
R,47.250_-122.850__c716,250,0.2275806963443756,1.7891566799184044,2.0652852058410645,0.685846888052519,
R,47.250_-123.100__c201,248,0.22492311894893646,1.386884759158056,2.4246068000793457,0.22965871083108866,
R,47.250_-123.300__c72,250,0.1408054530620575,-0.9302038227041023,1.7723026275634766,-0.14211386430664177,
R,47.350_-122.650__c173,248,0.23035767674446106,1.5455786962621942,1.765695571899414,0.34931813874100454,
R,47.400_-123.400__c59,245,0.1918494999408722,0.4211055712001634,1.91654372215271,0.35436884876365327,
R,47.450_-123.000__c1239,245,0.39042431116104126,6.219667255131563,2.3183391094207764,0.6525738511492963,
R,47.450_-123.250__c409,250,0.23524734377861023,2.0294138942065953,2.5806784629821777,0.43216668750661474,
R,47.550_-122.850__c43,247,0.2602030336856842,2.417089751160052,1.7406001091003418,0.658942420884143,
R,47.700_-123.250__c642,247,0.36818891763687134,5.570373922688539,2.4932620525360107,0.5599060274875528,
F,47.150_-123.050__c811,245,0.9852553009986877,23.58926295004232,1.9536582231521606,0.8439036551461512,TRUSTED
F,46.350_-123.050__c285,242,0.7393839955329895,16.409601429574593,1.7363390922546387,0.6379978911276204,TRUSTED
F,46.600_-122.700__c414,244,1.1826494932174683,29.353349505619285,2.4307963848114014,0.8329642705166477,TRUSTED
F,47.100_-122.750__c488,247,0.7426261305809021,16.504274666061335,2.0449798107147217,0.8134712331941514,TRUSTED
F,47.400_-123.400__c59,248,0.6760590672492981,14.560457016306627,2.3025946617126465,0.8880170773529245,TRUSTED
F,46.800_-123.050__c44,243,0.23513191938400269,1.6849908415858192,2.2210755348205566,0.08112290625540268,FAIL
F,46.900_-122.950__c1017,243,0.894595205783844,20.941907270114214,1.8024300336837769,0.540066118153531,TRUSTED
F,47.250_-123.300__c72,248,1.3475819826126099,34.169525371861035,2.036668300628662,0.8247452038376986,TRUSTED
F,46.350_-123.200__c18,240,0.9367942214012146,22.17415618202281,2.2862398624420166,0.8403806559052519,TRUSTED
F,47.050_-122.850__c190,244,0.3800133764743805,5.915658672184706,2.524996757507324,0.1867322197079654,UNDETERMINED
F,47.100_-122.550__c41,242,0.5623363852500916,11.239653222600003,1.9870405197143555,0.6949100762454276,TRUSTED
F,46.800_-123.200__c107,244,0.4298168122768402,7.369963439228332,1.8222049474716187,0.2714252727178907,UNDETERMINED
F,47.150_-122.500__c153,246,1.2799172401428223,32.19365451176806,2.100849151611328,0.8981098829200888,TRUSTED
F,47.250_-123.050__c1196,217,0.7732369303703308,15.52010491138226,2.2396717071533203,0.7008061489329794,TRUSTED
F,47.550_-122.850__c43,245,0.4579308032989502,8.190917064320539,2.466200351715088,0.5606288634291936,TRUSTED
F,46.750_-122.950__c479,245,0.5885440111160278,12.004939284005522,1.8134255409240723,0.6579705364174174,TRUSTED
F,47.700_-122.850__c449,239,0.5268562436103821,9.987649508409481,2.3179521560668945,0.6031802228514018,TRUSTED
F,46.850_-123.050__c20,241,0.8956694602966309,20.973276460488165,2.305121660232544,0.7977912600504818,TRUSTED
F,47.100_-122.900__c431,244,0.31337884068489075,3.9698707664513417,2.0740244388580322,0.08075770703552744,UNDETERMINED
F,47.100_-123.150__c387,242,0.5877413153648376,11.981499851793018,2.3252720832824707,0.7157165478696058,TRUSTED
F,47.250_-122.850__c716,244,0.595952570438385,12.221275827174244,1.8787429332733154,0.7963158913328665,TRUSTED
F,47.500_-123.250__c372,221,1.3747371435165405,33.750869914921054,1.2829872369766235,0.9197266918592852,TRUSTED
R,46.300_-122.950__c58,247,0.2526720464229584,2.1971782028851825,1.9604278802871704,0.511649096061697,
R,46.500_-123.100__c731,245,0.20828743278980255,0.9011078786185158,2.202545404434204,0.1935909082680347,
R,46.650_-122.950__c183,249,0.30756327509880066,3.800051061874093,1.9210623502731323,0.07159619160710408,
R,46.750_-122.800__c340,250,0.20432791113853455,1.0604614521907763,1.6672123670578003,-0.07301059968572457,
R,46.850_-122.800__c1207,246,0.2955850660800934,3.450276669889462,1.839665174484253,-0.12271606121512135,
R,46.900_-122.950__c1017,248,0.47660768032073975,8.736298539486448,1.8331292867660522,0.349027009216437,
R,46.900_-123.000__c615,249,0.1534166783094406,-0.7011671155924193,2.1437149047851562,0.35957395069744613,
R,47.100_-122.750__c488,249,0.1895933598279953,0.35522426665946016,2.197474241256714,0.37764315875416826,
R,47.100_-122.900__c431,249,0.5546656847000122,11.015661921662616,2.412360191345215,0.31548037036185617,
R,47.100_-123.000__c767,250,0.2209593504667282,1.5816571008587894,1.8986254930496216,0.2353842397764325,
R,47.250_-122.950__c774,250,0.3076389729976654,4.298021042657026,2.5549609661102295,0.11998430436389196,
F,46.900_-122.850__c891,244,0.9535377621650696,22.663082513263213,2.005251169204712,0.6534795663181686,TRUSTED
F,47.850_-123.150__c149,245,1.0827594995498657,26.43647255466046,2.0117247104644775,0.8843244602048138,TRUSTED
F,47.200_-122.650__c74,244,1.0438262224197388,25.299586120729376,2.363250970840454,0.7700037462329556,TRUSTED
F,47.450_-123.250__c409,243,0.79776531457901,18.11438804172092,2.2148988246917725,0.6623505773550165,TRUSTED
F,46.750_-123.100__c492,245,0.5686267018318176,11.423336079889259,1.9933497905731201,0.2353097130423765,UNDETERMINED
F,47.100_-123.050__c357,238,1.0745681524276733,25.678499523226776,1.7035084962844849,0.532491806071574,TRUSTED
F,46.900_-123.150__c42,242,0.5121874213218689,9.775258725955434,2.4042298793792725,0.5245113946107401,TRUSTED
F,47.000_-122.950__c1036,244,0.8821215629577637,20.57766576885875,2.042712688446045,0.6008930657322034,TRUSTED
F,46.950_-123.050__c653,235,0.4329043924808502,7.296117005727138,2.1562659740448,0.2877588921051847,UNDETERMINED
F,47.450_-122.600__c306,244,1.2653676271438599,31.768792828992634,2.0338680744171143,0.7286712937693834,TRUSTED
F,47.050_-122.700__c1278,247,0.9564441442489624,22.747951463594685,1.6457563638687134,0.8543365723063286,TRUSTED
F,47.100_-123.000__c767,249,1.247942566871643,31.259965519960755,1.824644684791565,0.8640888666807842,TRUSTED
F,46.900_-123.000__c615,244,0.3693207800388336,5.603425314832249,2.518545150756836,0.3600628714638281,UNDETERMINED
F,47.450_-123.000__c1239,245,0.2514401376247406,2.1612053666953828,2.021333932876587,0.5536088096944674,FAIL
F,46.900_-122.650__c276,218,0.1884034425020218,0.05521888646843318,1.8115347623825073,-0.01659128527150079,FAIL
F,46.850_-122.950__c687,246,0.7888008952140808,17.85261899695251,1.9877485036849976,0.6521750880491031,TRUSTED
R,46.850_-122.650__c758,249,0.1964619904756546,0.5557944107269008,2.1367342472076416,0.26359237116118095,
R,46.850_-123.050__c20,249,0.25086352229118347,2.1443676844184267,1.7064918279647827,0.2984066608432622,
R,46.850_-123.050__c606,249,0.31438595056533813,3.9992792736451173,1.7885432243347168,0.43622687120294984,
R,46.900_-122.650__c276,246,0.14325666427612305,-0.9978485915550502,2.5949015617370605,-0.14336922475233163,
R,46.900_-123.150__c42,249,0.19545254111289978,0.526317588562134,2.197514772415161,0.33563472711412645,
R,47.000_-122.950__c1157,248,0.2668417692184448,2.6109467527277808,2.3355672359466553,0.49082169513415236,
R,47.100_-123.000__c554,250,0.2125464230775833,1.3180129831576128,2.0193753242492676,0.48678757198344763,
R,47.700_-122.850__c449,247,0.4537990093231201,8.07026499326011,2.5577409267425537,0.26630145814721506,
R,46.750_-123.100__c492,248,0.20475725829601288,0.7980236332829644,1.9411609172821045,0.10523801224836812,
R,46.950_-123.050__c653,241,0.31353017687797546,3.974289918332796,2.233731269836426,0.7272580783042909,
R,47.050_-122.700__c1278,247,0.25334712862968445,2.2168912057246284,1.9362223148345947,0.5605106612108696,
R,47.100_-122.550__c41,249,0.29835060238838196,3.5310327978909295,2.263923406600952,0.3600676018484321,
R,47.100_-123.150__c387,249,0.18787842988967896,0.30514678215956315,2.240872383117676,-0.03937279276681299,
R,47.150_-122.500__c153,247,0.1586368829011917,-0.548732483314465,1.7372336387634277,0.15607886693184872,
R,47.150_-123.050__c811,244,0.455864280462265,8.130572753447767,2.1391990184783936,0.3328370355216072,
R,46.800_-123.200__c107,246,0.135096937417984,-1.236119897065652,2.165018081665039,-0.31963616162735864,
R,47.250_-123.050__c1196,235,0.2609797716140747,2.3708207022377845,2.4270119667053223,0.4563034383044432,
R,47.450_-122.600__c306,248,0.15228363871574402,-0.7342528827852272,1.9719879627227783,-0.08175642215378898,
F,46.500_-123.100__c731,244,0.6570669412612915,14.00586999001783,2.1256067752838135,0.5269962897552809,TRUSTED
F,47.350_-122.650__c173,244,1.3229999542236328,33.45170820736883,1.5492826700210571,0.838968144756858,TRUSTED
F,46.450_-123.100__c54,189,0.8867672085762024,18.40544049229713,1.4208872318267822,0.6629068209981838,TRUSTED
F,47.050_-123.100__c699,247,1.0425429344177246,25.26211296594099,1.6622660160064697,0.8231818746844239,TRUSTED
F,46.850_-123.050__c606,244,1.0324501991271973,24.967396089303364,1.882787823677063,0.800922409670145,TRUSTED
R,46.600_-122.700__c414,249,0.33341124653816223,4.554834893089499,1.799862265586853,0.6537216295055783,
R,47.050_-122.850__c190,247,0.46377235651016235,8.361495630741157,2.06807541847229,0.5753256530234512,
R,47.200_-122.650__c74,249,0.2564007043838501,2.306058342574906,1.8000866174697876,0.01476271176626292,
R,47.500_-123.250__c372,233,0.11992926150560379,-1.6699941184671274,2.0922086238861084,-0.12171365369345848,
R,47.000_-122.950__c1036,249,0.1963409185409546,0.5522590021962965,1.9202759265899658,0.3726230747046509,
R,47.050_-123.100__c699,248,0.28735223412513733,3.2098706303171807,1.7824660539627075,0.5532864529869076,
F,46.850_-122.650__c758,246,0.30890610814094543,3.839262984968732,1.6088411808013916,-0.08538049581740484,UNDETERMINED
F,47.250_-123.100__c201,241,0.5382022261619568,10.534914241344211,1.9862500429153442,0.4947584423024813,TRUSTED
F,46.850_-122.800__c1207,246,1.325241208076477,33.517154819832975,1.520648717880249,0.8109101953426928,TRUSTED
F,47.100_-123.000__c554,247,0.9894814491271973,23.712670246556996,2.4199182987213135,0.8132991044240441,TRUSTED
F,47.700_-123.250__c642,242,0.2932714819908142,3.3827179499782383,1.7127679586410522,0.16127977785874145,UNDETERMINED
F,46.950_-123.100__c523,245,1.0582034587860107,25.719414252011628,1.8042240142822266,0.8268573756348405,TRUSTED
R,46.450_-123.100__c54,228,0.3687020242214203,5.302127044030408,2.070890426635742,0.5008818254435501,
F,47.000_-122.950__c1157,245,0.2826897203922272,3.0737210687673984,2.6066982746124268,0.6156032162852769,UNDETERMINED
R,47.850_-123.150__c149,248,0.34941765666007996,5.022236351813972,1.9316977262496948,0.44563229811711336,
R,47.100_-123.050__c357,246,0.3017869293689728,3.6313766120971582,1.839153528213501,0.3037728772029477,
F,46.650_-122.950__c183,247,0.7546842098236084,16.856381339858153,2.6477723121643066,0.8418460338508308,TRUSTED
R,47.600_-122.700__c724,248,0.1933651864528656,0.465364969858496,1.6521341800689697,0.23418164726912835,
R,46.850_-122.950__c687,246,0.2210320234298706,1.2732612978200717,1.9540287256240845,0.2537791467981333,
