kind,fam,nwin,coda,coda_sigma,s_amp,daynight_cc,verdict
F,45.050_-123.200__c163,250,0.8997503519058228,18.920350688381518,2.6250059604644775,0.8438985416765974,TRUSTED
F,45.100_-123.300__c247,247,0.6458325982093811,13.724995419566573,2.546642303466797,0.7422082962337088,TRUSTED
F,45.200_-123.150__c78,249,0.9342429637908936,22.229887932979388,2.287395715713501,0.7901958787307881,TRUSTED
F,45.300_-123.400__c19,248,0.8407726883888245,19.473556190564896,2.395070791244507,0.693033920977431,TRUSTED
F,45.650_-123.400__c160,248,0.7501776218414307,16.802011075750702,1.5091131925582886,0.5950148180730142,TRUSTED
F,45.850_-123.500__c15,247,0.37652426958084106,5.783400174421859,2.4316186904907227,0.22915634197427398,UNDETERMINED
F,46.000_-123.250__c275,247,0.9416123628616333,22.447203100756784,2.473658323287964,0.749220640763358,TRUSTED
F,45.550_-123.500__c214,245,0.6745637655258179,14.572244752365302,2.2972147464752197,0.3349867771223989,TRUSTED
F,45.550_-123.200__c239,248,0.5032249093055725,9.519657434339694,2.5704126358032227,0.5152661922790002,TRUSTED
F,45.850_-123.300__c230,250,0.47900041937828064,7.977645722161303,2.3869943618774414,0.5288228366161764,UNDETERMINED
F,45.100_-123.500__c744,248,0.6508442163467407,13.872782318593499,2.0808823108673096,0.7738826776566982,TRUSTED
F,45.500_-123.100__c203,249,1.122148036956787,27.770994081431,2.0995659828186035,0.8342303473711717,TRUSTED
F,45.950_-123.350__c64,247,1.7440478801727295,46.11011067315074,2.0314598083496094,0.9485658485149348,TRUSTED
F,45.300_-123.200__c396,246,0.5484821796417236,10.85424268367133,2.0473737716674805,0.7003317413800991,TRUSTED
F,45.550_-123.400__c25,248,0.22722133994102478,1.3806271812806221,2.3853654861450195,0.17907429929687266,FAIL
F,46.100_-123.250__c212,249,1.5636885166168213,40.7915188890527,1.8110588788986206,0.8301607100262615,TRUSTED
F,45.150_-123.350__c496,249,0.6320343613624573,13.318101163109857,2.4727730751037598,0.8168113984829668,TRUSTED
F,45.150_-123.500__c1003,246,1.0725289583206177,26.30778408353677,2.095438003540039,0.6640522573639911,TRUSTED
F,45.250_-123.550__c415,249,1.5862282514572144,41.4561899445186,1.6685603857040405,0.8110475850031845,TRUSTED
F,45.550_-123.550__c102,247,0.8467256426811218,19.6491020184382,1.787985920906067,0.7586849813132182,TRUSTED
F,46.300_-122.950__c104,246,0.3984663486480713,6.430447043251737,2.1749629974365234,0.24105744320763456,UNDETERMINED
