tag,stem,cell,cell_lat,cell_lon,src_lat,src_lon,src_dep,n_fam,sta_lat,sta_lon,n_days,sigma_daily,site
AONC,aonc,40.40_-122.40,40.4,-122.4,40.45,-122.45,31.2,4,39.94,-122.061,2225,0.0278,2
AONC,aonc,40.40_-122.60,40.4,-122.6,40.45,-122.6,19.19,9,39.94,-122.061,2225,0.0227,2
AONC,aonc,40.40_-122.80,40.4,-122.8,40.4,-122.8,27.03,6,39.94,-122.061,2225,0.0467,2
AONC,aonc,40.40_-123.00,40.4,-123.0,40.5,-122.95,26.81,1,39.94,-122.061,2225,0.0327,2
AONC,aonc,40.60_-122.40,40.6,-122.4,40.65,-122.45,23.53,1,39.94,-122.061,2225,0.027,2
AONC,aonc,40.60_-122.60,40.6,-122.6,40.625,-122.65,19.03,2,39.94,-122.061,2225,0.0297,2
AONC,aonc,40.60_-122.80,40.6,-122.8,40.6,-122.825,22.33,6,39.94,-122.061,2224,0.0395,2
AONC,aonc,40.60_-123.00,40.6,-123.0,40.55,-122.95,23.21,1,39.94,-122.061,2155,0.0299,2
AONC,aonc,40.80_-122.60,40.8,-122.6,40.7,-122.65,21.65,2,39.94,-122.061,2225,0.0301,2
AONC,aonc,40.80_-122.80,40.8,-122.8,40.7,-122.7,19.9,7,39.94,-122.061,2225,0.0342,2
AONC,aonc,40.80_-123.00,40.8,-123.0,40.8,-123.025,27.99,8,39.94,-122.061,2225,0.0311,2
ARTIC,artic,46.00_-122.80,46.0,-122.8,46.05,-122.85,23.82,1,46.805,-123.759,1853,0.0705,3
ARTIC,artic,46.00_-123.00,46.0,-123.0,46.0,-123.0,22.48,3,46.805,-123.759,1928,0.0683,3
ARTIC,artic,46.00_-123.20,46.0,-123.2,45.975,-123.2,29.26,2,46.805,-123.759,1925,0.0497,3
ARTIC,artic,46.00_-123.40,46.0,-123.4,45.95,-123.35,41.73,1,46.805,-123.759,1902,0.0446,3
ARTIC,artic,46.20_-122.80,46.2,-122.8,46.2,-122.9,22.47,1,46.805,-123.759,1926,0.0763,3
ARTIC,artic,46.20_-123.00,46.2,-123.0,46.25,-123.05,25.28,2,46.805,-123.759,1736,0.1677,3
ARTIC,artic,46.40_-122.80,46.4,-122.8,46.5,-122.85,30.99,3,46.805,-123.759,1925,0.0501,3
ARTIC,artic,46.40_-123.00,46.4,-123.0,46.5,-123.075,49.97,2,46.805,-123.759,1926,0.0576,3
ARTIC,artic,46.40_-123.20,46.4,-123.2,46.425,-123.15,40.66,2,46.805,-123.759,1925,0.0551,3
ARTIC,artic,46.40_-123.40,46.4,-123.4,46.4,-123.4,31.98,1,46.805,-123.759,1847,0.0915,3
ARTIC,artic,46.60_-122.60,46.6,-122.6,46.625,-122.625,20.96,2,46.805,-123.759,1926,0.053,3
ARTIC,artic,46.60_-123.00,46.6,-123.0,46.65,-122.95,51.71,1,46.805,-123.759,1922,0.0814,3
ARTIC,artic,46.80_-122.80,46.8,-122.8,46.875,-122.8,34.85,14,46.805,-123.759,1927,0.0512,3
ARTIC,artic,46.80_-123.00,46.8,-123.0,46.7,-123.0,46.39,1,46.805,-123.759,1894,0.0533,3
ARTIC,artic,46.80_-123.20,46.8,-123.2,46.875,-123.175,34.58,2,46.805,-123.759,1922,0.0568,3
ARTIC,artic,47.00_-122.80,47.0,-122.8,46.95,-122.75,43.85,6,46.805,-123.759,1926,0.0514,3
ARTIC,artic,47.00_-123.00,47.0,-123.0,47.025,-123.0,42.29,4,46.805,-123.759,1927,0.0491,3
ARTIC,artic,47.20_-122.80,47.2,-122.8,47.2,-122.75,37.67,13,46.805,-123.759,1927,0.0441,3
ARTIC,artic,47.20_-123.00,47.2,-123.0,47.15,-123.1,40.16,5,46.805,-123.759,1926,0.0388,3
ARTIC,artic,47.20_-123.20,47.2,-123.2,47.2,-123.25,42.52,1,46.805,-123.759,1924,0.0874,3
ARTIC,artic,47.40_-122.40,47.4,-122.4,47.35,-122.5,35.8,1,46.805,-123.759,1926,0.0939,3
ARTIC,artic,47.40_-122.80,47.4,-122.8,47.4,-122.85,31.15,9,46.805,-123.759,1927,0.045,3
ARTIC,artic,47.40_-123.00,47.4,-123.0,47.425,-123.025,39.87,6,46.805,-123.759,1928,0.0516,3
ARTIC,artic,47.40_-123.20,47.4,-123.2,47.35,-123.3,36.04,1,46.805,-123.759,1926,0.0667,3
ARTIC,artic,47.60_-122.80,47.6,-122.8,47.65,-122.85,33.01,10,46.805,-123.759,1926,0.0442,3
ARTIC,artic,47.60_-123.00,47.6,-123.0,47.575,-123.0,26.36,6,46.805,-123.759,1928,0.0662,3
ARTIC,artic,47.60_-123.20,47.6,-123.2,47.55,-123.25,39.97,2,46.805,-123.759,1924,0.0649,3
ARTIC,artic,47.60_-123.40,47.6,-123.4,47.5,-123.35,43.19,1,46.805,-123.759,1925,0.0629,3
B001p90f40,b001,47.60_-123.00,47.6,-123.0,47.5,-123.05,24.78,1,48.0431,-123.1314,5948,0.1112,4
B001p90f40,b001,47.80_-123.00,47.8,-123.0,47.85,-123.0,47.72,7,48.0431,-123.1314,5948,0.0912,4
B001p90f40,b001,47.80_-123.20,47.8,-123.2,47.825,-123.175,35.71,6,48.0431,-123.1314,5948,0.0588,4
B001p90f40,b001,48.00_-122.80,48.0,-122.8,48.0,-122.9,24.16,6,48.0431,-123.1314,5948,0.1029,4
B001p90f40,b001,48.00_-123.00,48.0,-123.0,48.0,-123.0,49.47,13,48.0431,-123.1314,5948,0.0924,4
B001p90f40,b001,48.00_-123.20,48.0,-123.2,48.05,-123.2,41.79,7,48.0431,-123.1314,5948,0.0953,4
B001p90f40,b001,48.00_-123.60,48.0,-123.6,48.0,-123.55,44.43,1,48.0431,-123.1314,5948,0.1207,4
B001p90f40,b001,48.20_-123.00,48.2,-123.0,48.25,-123.1,24.22,11,48.0431,-123.1314,5948,0.0988,4
B001p90f40,b001,48.20_-123.20,48.2,-123.2,48.2,-123.175,26.12,18,48.0431,-123.1314,5948,0.092,4
B001p90f40,b001,48.20_-123.40,48.2,-123.4,48.15,-123.4,39.57,3,48.0431,-123.1314,5948,0.1021,4
B001p90f40,b001,48.20_-123.60,48.2,-123.6,48.225,-123.525,35.23,6,48.0431,-123.1314,5948,0.0869,4
B001p90f40,b001,48.20_-123.80,48.2,-123.8,48.25,-123.85,35.4,1,48.0431,-123.1314,5948,0.155,4
B001p90f40,b001,48.40_-122.80,48.4,-122.8,48.35,-122.85,30.9,1,48.0431,-123.1314,5948,0.1001,4
B001p90f40,b001,48.40_-123.20,48.4,-123.2,48.45,-123.25,18.31,1,48.0431,-123.1314,5948,0.1278,4
B001p90f40,b001,48.40_-123.40,48.4,-123.4,48.425,-123.375,21.18,2,48.0431,-123.1314,5948,0.1,4
B001p90f40,b001,48.40_-123.60,48.4,-123.6,48.375,-123.5,28.86,2,48.0431,-123.1314,5948,0.0973,4
B001p90f40,b001,48.40_-123.80,48.4,-123.8,48.45,-123.8,31.17,5,48.0431,-123.1314,5948,0.0977,4
B001p90f40,b001,48.40_-124.00,48.4,-124.0,48.5,-123.9,35.62,3,48.0431,-123.1314,5948,0.0909,4
B001p90f40,b001,48.60_-123.80,48.6,-123.8,48.6,-123.8,26.96,3,48.0431,-123.1314,5948,0.109,4
B001p90f40,b001,48.80_-123.60,48.8,-123.6,48.8,-123.55,34.29,1,48.0431,-123.1314,5948,0.1003,4
B003p90f40,b003,48.00_-123.60,48.0,-123.6,48.1,-123.6,39.68,3,48.0624,-124.1409,5467,0.0418,5
B003p90f40,b003,48.20_-123.40,48.2,-123.4,48.225,-123.4,37.32,10,48.0624,-124.1409,5461,0.0334,5
B003p90f40,b003,48.20_-123.60,48.2,-123.6,48.25,-123.6,31.35,15,48.0624,-124.1409,5483,0.0321,5
B003p90f40,b003,48.20_-123.80,48.2,-123.8,48.3,-123.8,31.27,5,48.0624,-124.1409,5475,0.0684,5
B003p90f40,b003,48.40_-123.40,48.4,-123.4,48.4,-123.45,19.12,1,48.0624,-124.1409,5450,0.1007,5
B003p90f40,b003,48.40_-123.60,48.4,-123.6,48.45,-123.65,21.71,14,48.0624,-124.1409,5474,0.0439,5
B003p90f40,b003,48.40_-123.80,48.4,-123.8,48.45,-123.8,26.24,13,48.0624,-124.1409,5459,0.0515,5
B003p90f40,b003,48.40_-124.00,48.4,-124.0,48.5,-123.925,34.17,10,48.0624,-124.1409,5472,0.0475,5
B003p90f40,b003,48.60_-123.60,48.6,-123.6,48.55,-123.7,52.17,1,48.0624,-124.1409,5444,0.0478,5
B003p90f40,b003,48.60_-123.80,48.6,-123.8,48.55,-123.75,31.57,1,48.0624,-124.1409,5328,0.0254,5
B003p90f40,b003,48.60_-124.00,48.6,-124.0,48.575,-123.9,23.89,6,48.0624,-124.1409,5459,0.0492,5
B003p90f40,b003,48.80_-124.00,48.8,-124.0,48.7,-123.95,21.99,1,48.0624,-124.1409,5347,0.0887,5
B003p90f40,b003,48.80_-124.20,48.8,-124.2,48.8,-124.25,21.55,1,48.0624,-124.1409,5355,0.0486,5
B003p90f40,b003,48.80_-124.40,48.8,-124.4,48.75,-124.325,20.65,2,48.0624,-124.1409,5418,0.0664,5
B004p90f40,b004,48.00_-123.40,48.0,-123.4,48.1,-123.4,37.15,1,48.2019,-124.427,3127,0.2412,6
B004p90f40,b004,48.00_-123.60,48.0,-123.6,48.1,-123.6,39.68,1,48.2019,-124.427,3924,0.2728,6
B004p90f40,b004,48.20_-123.20,48.2,-123.2,48.225,-123.275,35.23,2,48.2019,-124.427,2681,0.3099,6
B004p90f40,b004,48.20_-123.40,48.2,-123.4,48.2,-123.4,40.41,2,48.2019,-124.427,3776,0.3143,6
B004p90f40,b004,48.20_-123.60,48.2,-123.6,48.25,-123.65,34.06,7,48.2019,-124.427,4366,0.1895,6
B004p90f40,b004,48.20_-123.80,48.2,-123.8,48.3,-123.8,31.27,3,48.2019,-124.427,3238,0.3379,6
B004p90f40,b004,48.40_-123.40,48.4,-123.4,48.35,-123.45,20.81,1,48.2019,-124.427,4105,0.2423,6
B004p90f40,b004,48.40_-123.60,48.4,-123.6,48.375,-123.575,18.43,2,48.2019,-124.427,3957,0.1648,6
B004p90f40,b004,48.40_-123.80,48.4,-123.8,48.5,-123.85,31.28,3,48.2019,-124.427,4044,0.3044,6
B004p90f40,b004,48.40_-124.00,48.4,-124.0,48.4,-123.95,44.56,3,48.2019,-124.427,3276,0.2718,6
B004p90f40,b004,48.60_-123.80,48.6,-123.8,48.55,-123.825,19.37,2,48.2019,-124.427,3399,0.4626,6
B004p90f40,b004,48.60_-124.00,48.6,-124.0,48.65,-124.0,27.88,5,48.2019,-124.427,3441,0.2307,6
B004p90f40,b004,48.60_-124.20,48.6,-124.2,48.65,-124.15,36.57,1,48.2019,-124.427,3997,0.2539,6
B004p90f40,b004,48.60_-124.40,48.6,-124.4,48.65,-124.3,36.81,2,48.2019,-124.427,3892,0.2645,6
B004p90f40,b004,48.80_-124.00,48.8,-124.0,48.75,-124.1,25.74,3,48.2019,-124.427,3915,0.2392,6
B004p90f40,b004,48.80_-124.20,48.8,-124.2,48.75,-124.225,24.51,6,48.2019,-124.427,4100,0.1809,6
B004p90f40,b004,48.80_-124.40,48.8,-124.4,48.75,-124.35,29.12,12,48.2019,-124.427,3998,0.2041,6
B004p90f40,b004,48.80_-124.60,48.8,-124.6,48.85,-124.6,19.31,1,48.2019,-124.427,2413,0.4643,6
B004p90f40,b004,48.80_-124.80,48.8,-124.8,48.9,-124.775,31.31,2,48.2019,-124.427,4026,0.2457,6
B004p90f40,b004,49.00_-124.40,49.0,-124.4,49.0,-124.5,45.49,1,48.2019,-124.427,3557,0.2651,6
B004p90f40,b004,49.00_-124.60,49.0,-124.6,48.95,-124.6,38.76,1,48.2019,-124.427,3819,0.2864,6
B004p90f40,b004,49.00_-124.80,49.0,-124.8,49.0,-124.75,31.52,2,48.2019,-124.427,3374,0.2736,6
B004p90f40,b004,49.20_-124.80,49.2,-124.8,49.1,-124.7,41.93,1,48.2019,-124.427,4151,0.2569,6
B005p90f40,b005,47.20_-123.00,47.2,-123.0,47.25,-123.1,38.21,1,48.0595,-123.5033,5871,0.0895,7
B005p90f40,b005,47.40_-122.80,47.4,-122.8,47.4,-122.8,31.15,1,48.0595,-123.5033,5810,0.0629,7
B005p90f40,b005,47.40_-123.20,47.4,-123.2,47.45,-123.2,36.43,1,48.0595,-123.5033,5875,0.1169,7
B005p90f40,b005,47.60_-122.80,47.6,-122.8,47.6,-122.75,13.46,1,48.0595,-123.5033,5553,0.1009,7
B005p90f40,b005,47.60_-123.00,47.6,-123.0,47.6,-123.0,36.08,4,48.0595,-123.5033,5879,0.1084,7
B005p90f40,b005,47.60_-123.20,47.6,-123.2,47.575,-123.225,44.35,4,48.0595,-123.5033,5879,0.0957,7
B005p90f40,b005,47.80_-122.80,47.8,-122.8,47.825,-122.775,28.06,2,48.0595,-123.5033,5878,0.1002,7
B005p90f40,b005,47.80_-123.00,47.8,-123.0,47.825,-123.1,45.68,2,48.0595,-123.5033,5879,0.0799,7
B005p90f40,b005,47.80_-123.20,47.8,-123.2,47.8,-123.25,41.17,3,48.0595,-123.5033,5878,0.0736,7
B005p90f40,b005,47.80_-123.40,47.8,-123.4,47.8,-123.45,39.7,1,48.0595,-123.5033,5869,0.1325,7
B005p90f40,b005,48.00_-122.80,48.0,-122.8,47.95,-122.9,44.94,1,48.0595,-123.5033,5827,0.0898,7
B005p90f40,b005,48.00_-123.20,48.0,-123.2,47.95,-123.3,44.35,1,48.0595,-123.5033,5204,0.1138,7
B005p90f40,b005,48.00_-123.40,48.0,-123.4,48.05,-123.45,35.11,1,48.0595,-123.5033,5836,0.1046,7
B005p90f40,b005,48.00_-123.60,48.0,-123.6,48.05,-123.55,42.9,5,48.0595,-123.5033,5879,0.0958,7
B005p90f40,b005,48.20_-122.80,48.2,-122.8,48.15,-122.9,25.7,1,48.0595,-123.5033,5645,0.128,7
B005p90f40,b005,48.20_-123.00,48.2,-123.0,48.15,-123.0,43.68,1,48.0595,-123.5033,5859,0.0913,7
B005p90f40,b005,48.20_-123.20,48.2,-123.2,48.15,-123.3,29.45,3,48.0595,-123.5033,5863,0.1033,7
B005p90f40,b005,48.20_-123.40,48.2,-123.4,48.3,-123.45,20.67,3,48.0595,-123.5033,5875,0.0717,7
B005p90f40,b005,48.20_-123.60,48.2,-123.6,48.175,-123.5,37.55,4,48.0595,-123.5033,5879,0.0914,7
B005p90f40,b005,48.20_-123.80,48.2,-123.8,48.25,-123.8,34.34,1,48.0595,-123.5033,5716,0.1355,7
B005p90f40,b005,48.20_-124.00,48.2,-124.0,48.3,-123.9,39.53,1,48.0595,-123.5033,1361,0.2667,7
B005p90f40,b005,48.40_-123.60,48.4,-123.6,48.425,-123.65,21.61,4,48.0595,-123.5033,5879,0.1063,7
B005p90f40,b005,48.40_-123.80,48.4,-123.8,48.4,-123.75,24.36,5,48.0595,-123.5033,5879,0.0928,7
B005p90f40,b005,48.40_-124.00,48.4,-124.0,48.4,-123.95,46.11,3,48.0595,-123.5033,5874,0.1209,7
B005p90f40,b005,48.60_-123.40,48.6,-123.4,48.65,-123.4,51.38,1,48.0595,-123.5033,5856,0.1506,7
B005p90f40,b005,48.60_-123.60,48.6,-123.6,48.65,-123.65,23.94,3,48.0595,-123.5033,5879,0.071,7
B005p90f40,b005,48.60_-123.80,48.6,-123.8,48.575,-123.8,24.6,4,48.0595,-123.5033,5879,0.0796,7
B005p90f40,b005,48.60_-124.00,48.6,-124.0,48.625,-124.075,23.38,4,48.0595,-123.5033,5879,0.1045,7
B005p90f40,b005,48.60_-124.20,48.6,-124.2,48.625,-124.175,37.06,4,48.0595,-123.5033,5879,0.1276,7
B005p90f40,b005,48.80_-123.60,48.8,-123.6,48.85,-123.625,25.81,2,48.0595,-123.5033,5851,0.0815,7
B005p90f40,b005,48.80_-123.80,48.8,-123.8,48.7,-123.85,22.23,1,48.0595,-123.5033,5879,0.1139,7
B005p90f40,b005,48.80_-124.00,48.8,-124.0,48.85,-123.95,24.01,6,48.0595,-123.5033,5879,0.1202,7
B005p90f40,b005,48.80_-124.20,48.8,-124.2,48.75,-124.25,23.5,5,48.0595,-123.5033,5879,0.0989,7
B005p90f40,b005,48.80_-124.40,48.8,-124.4,48.8,-124.4,32.79,7,48.0595,-123.5033,5879,0.1065,7
B005p90f40,b005,48.80_-124.60,48.8,-124.6,48.85,-124.6,19.31,1,48.0595,-123.5033,5876,0.0975,7
B005p90f40,b005,48.80_-124.80,48.8,-124.8,48.85,-124.7,30.22,2,48.0595,-123.5033,5873,0.1059,7
B005p90f40,b005,49.00_-124.40,49.0,-124.4,48.95,-124.45,33.39,2,48.0595,-123.5033,5879,0.0929,7
B005p90f40,b005,49.00_-124.80,49.0,-124.8,48.95,-124.7,30.22,1,48.0595,-123.5033,5878,0.1437,7
B009p90f40,b009,48.00_-123.60,48.0,-123.6,48.0,-123.6,39.37,1,48.649,-123.451,5967,0.0809,8
B009p90f40,b009,48.20_-123.00,48.2,-123.0,48.2,-123.0,22.43,1,48.649,-123.451,3845,0.2654,8
B009p90f40,b009,48.20_-123.40,48.2,-123.4,48.25,-123.4,41.26,3,48.649,-123.451,5959,0.1125,8
B009p90f40,b009,48.20_-123.60,48.2,-123.6,48.25,-123.5,27.28,1,48.649,-123.451,19,0.1307,8
B009p90f40,b009,48.40_-123.40,48.4,-123.4,48.4,-123.45,19.12,1,48.649,-123.451,5836,0.2369,8
B009p90f40,b009,48.40_-124.00,48.4,-124.0,48.5,-123.9,35.62,2,48.649,-123.451,5553,0.2335,8
B009p90f40,b009,48.80_-124.60,48.8,-124.6,48.7,-124.55,38.41,1,48.649,-123.451,1085,0.4271,8
B010p90f40,b010,48.00_-123.40,48.0,-123.4,48.1,-123.425,37.04,2,48.65,-123.451,5806,0.1474,8
B010p90f40,b010,48.00_-123.60,48.0,-123.6,48.1,-123.575,42.21,2,48.65,-123.451,5806,0.1537,8
B010p90f40,b010,48.20_-123.20,48.2,-123.2,48.2,-123.225,30.37,2,48.65,-123.451,5806,0.1452,8
B010p90f40,b010,48.20_-123.40,48.2,-123.4,48.2,-123.375,35.1,4,48.65,-123.451,5807,0.1299,8
B010p90f40,b010,48.20_-123.60,48.2,-123.6,48.2,-123.625,34.16,14,48.65,-123.451,5806,0.1166,8
B010p90f40,b010,48.20_-123.80,48.2,-123.8,48.25,-123.75,31.34,5,48.65,-123.451,5807,0.1162,8
B010p90f40,b010,48.40_-123.40,48.4,-123.4,48.4,-123.45,19.12,1,48.65,-123.451,5805,0.1497,8
B010p90f40,b010,48.40_-123.60,48.4,-123.6,48.4,-123.7,16.55,5,48.65,-123.451,5807,0.0956,8
B010p90f40,b010,48.40_-123.80,48.4,-123.8,48.375,-123.8,35.07,4,48.65,-123.451,5805,0.1251,8
B010p90f40,b010,48.40_-124.00,48.4,-124.0,48.4,-123.9,38.86,3,48.65,-123.451,5807,0.13,8
B010p90f40,b010,48.60_-123.60,48.6,-123.6,48.6,-123.7,22.22,1,48.65,-123.451,5806,0.1368,8
B010p90f40,b010,48.60_-123.80,48.6,-123.8,48.6,-123.8,19.37,4,48.65,-123.451,5806,0.1118,8
B010p90f40,b010,48.60_-124.00,48.6,-124.0,48.575,-124.1,22.33,4,48.65,-123.451,5807,0.1145,8
B010p90f40,b010,48.60_-124.20,48.6,-124.2,48.6,-124.175,35.86,2,48.65,-123.451,5805,0.0998,8
B010p90f40,b010,48.60_-124.40,48.6,-124.4,48.65,-124.325,35.59,2,48.65,-123.451,5804,0.1352,8
B010p90f40,b010,48.80_-124.00,48.8,-124.0,48.75,-124.0,26.55,1,48.65,-123.451,5806,0.198,8
B010p90f40,b010,48.80_-124.20,48.8,-124.2,48.7,-124.2,32.38,5,48.65,-123.451,5806,0.1698,8
B010p90f40,b010,48.80_-124.40,48.8,-124.4,48.8,-124.4,34.53,10,48.65,-123.451,5806,0.1044,8
B010p90f40,b010,48.80_-124.60,48.8,-124.6,48.85,-124.575,35.88,6,48.65,-123.451,5807,0.1238,8
B010p90f40,b010,48.80_-124.80,48.8,-124.8,48.85,-124.75,31.77,2,48.65,-123.451,5804,0.1464,8
B010p90f40,b010,49.00_-124.40,49.0,-124.4,48.975,-124.425,24.92,4,48.65,-123.451,5806,0.1431,8
B010p90f40,b010,49.00_-124.80,49.0,-124.8,49.0,-124.725,31.39,2,48.65,-123.451,5805,0.1476,8
B011p90f40,b011,47.80_-123.00,47.8,-123.0,47.9,-123.1,45.22,3,48.6495,-123.4482,5906,0.1001,8
B011p90f40,b011,47.80_-123.20,47.8,-123.2,47.85,-123.25,41.69,1,48.6495,-123.4482,5885,0.1405,8
B011p90f40,b011,47.80_-123.40,47.8,-123.4,47.85,-123.4,42.49,1,48.6495,-123.4482,5906,0.1347,8
B011p90f40,b011,47.80_-123.60,47.8,-123.6,47.9,-123.6,36.79,1,48.6495,-123.4482,5903,0.1196,8
B011p90f40,b011,48.00_-123.00,48.0,-123.0,48.0,-122.95,49.73,1,48.6495,-123.4482,5905,0.1205,8
B011p90f40,b011,48.00_-123.40,48.0,-123.4,48.05,-123.4,38.29,1,48.6495,-123.4482,5903,0.1295,8
B011p90f40,b011,48.00_-123.60,48.0,-123.6,48.1,-123.55,44.43,3,48.6495,-123.4482,5906,0.0917,8
B011p90f40,b011,48.20_-122.80,48.2,-122.8,48.3,-122.8,29.67,1,48.6495,-123.4482,5906,0.1217,8
B011p90f40,b011,48.20_-123.00,48.2,-123.0,48.25,-123.0,25.93,3,48.6495,-123.4482,5907,0.1124,8
B011p90f40,b011,48.20_-123.20,48.2,-123.2,48.15,-123.25,40.36,1,48.6495,-123.4482,5904,0.0895,8
B011p90f40,b011,48.20_-123.60,48.2,-123.6,48.225,-123.55,35.12,6,48.6495,-123.4482,5908,0.0782,8
B011p90f40,b011,48.20_-123.80,48.2,-123.8,48.225,-123.775,31.36,2,48.6495,-123.4482,5906,0.0982,8
B011p90f40,b011,48.40_-122.80,48.4,-122.8,48.35,-122.85,30.9,3,48.6495,-123.4482,5908,0.0822,8
B011p90f40,b011,48.40_-123.60,48.4,-123.6,48.4,-123.625,23.21,6,48.6495,-123.4482,5907,0.077,8
B011p90f40,b011,48.40_-123.80,48.4,-123.8,48.4,-123.8,32.58,2,48.6495,-123.4482,5907,0.1457,8
