fam,causality,reliable
47.700_-122.900__c1,0.4311180498850028,False
47.700_-122.950__c8,5.109224953011452,True
47.700_-123.400__c13,2.14003146123439,True
47.750_-122.600__c20,0.32587405715941425,False
47.750_-122.750__c29,3.10938920918274,True
47.750_-122.800__c4,1.1739885981774363,False
47.750_-122.850__c18,2.8361869744689456,True
47.750_-123.000__c37,6.2861022258046555,True
47.750_-123.050__c16,0.9477549660148508,False
47.750_-123.100__c26,1.2683429622040898,False
47.750_-123.150__c41,2.213089332915125,True
47.750_-123.200__c33,1.2036859838687242,False
47.750_-123.250__c18,0.9695985639902286,False
47.750_-123.300__c21,1.1183793018019015,False
47.800_-122.650__c8,2.658564065614723,True
47.800_-122.750__c15,0.7547280615296207,False
47.800_-122.950__c20,3.025992068435859,True
47.800_-123.000__c52,2.075888903350284,True
47.800_-123.050__c35,2.3808181834316184,True
47.800_-123.100__c10,0.7871870214068769,False
47.800_-123.150__c38,0.9692893241245454,False
47.800_-123.200__c20,0.9407855581764593,False
47.800_-123.250__c25,0.6671454727309266,False
47.800_-123.300__c39,0.9733712812626594,False
47.800_-123.400__c31,1.144563099980738,False
47.850_-122.800__c5,2.5715674727114584,True
47.850_-122.850__c15,0.6096655846248328,False
47.850_-122.900__c12,3.124974748961819,True
47.850_-123.050__c40,2.018418757946888,True
47.850_-123.100__c20,1.7245459674240047,True
47.850_-123.150__c11,1.2521234143517144,False
47.850_-123.200__c35,1.5517976485851344,True
47.850_-123.250__c27,2.2233907970300875,True
47.850_-123.300__c45,2.6574752621077185,True
47.850_-123.350__c6,1.013205917858551,False
47.900_-122.850__c8,0.5099835839428383,False
47.900_-122.900__c16,1.7696713913410482,True
47.900_-122.950__c10,2.525275875606887,True
47.900_-123.000__c33,4.432691583031405,True
47.900_-123.050__c19,0.7244167846741002,False
47.900_-123.100__c12,1.1071671297629364,False
47.900_-123.150__c49,1.0106323470087866,False
47.900_-123.250__c28,0.7000668074192689,False
47.900_-123.300__c31,1.010970929057475,False
47.900_-123.350__c23,1.3761829033723119,False
47.950_-122.750__c2,3.7365086831451633,True
47.950_-122.800__c9,0.43175240061869297,False
47.950_-122.850__c2,0.6472513446216904,False
47.950_-122.900__c6,1.129424354635689,False
47.950_-123.100__c14,0.9752898441574434,False
47.950_-123.150__c3,2.0937781206654775,True
47.950_-123.200__c41,2.0211328581699632,True
47.950_-123.550__c15,2.5782182495954076,True
47.950_-123.600__c1,1.5830133944212545,True
48.000_-122.750__c5,0.9029353392283711,False
48.000_-122.850__c5,2.009721586084525,True
48.000_-123.000__c37,1.9767587761078325,True
48.000_-123.150__c45,1.4789234926774015,False
48.000_-123.250__c55,4.73971960286525,True
48.000_-123.350__c15,1.0462838835328998,False
48.000_-123.550__c21,0.8938781740562509,False
48.000_-123.600__c17,0.5863076778121474,False
48.050_-122.800__c12,2.6272153272273875,True
48.050_-122.900__c19,1.0212272810312282,False
48.050_-122.950__c72,0.6794019671160866,False
48.050_-123.000__c53,2.5765267515984576,True
48.050_-123.050__c43,0.6996862450362891,False
48.050_-123.150__c26,0.5780287117745515,False
48.050_-123.200__c62,0.8418255954680439,False
48.050_-123.250__c43,2.1992921586133383,True
48.050_-123.300__c49,0.4645260544519916,False
48.050_-123.350__c19,1.396628805835028,False
48.050_-123.400__c50,0.634564346084974,False
48.050_-123.500__c27,1.6714572046872451,True
48.100_-122.750__c7,1.1781245610694158,False
48.100_-122.950__c64,1.361161864953557,False
48.100_-123.000__c22,1.0766383092484224,False
48.100_-123.050__c18,1.468953022319247,False
48.100_-123.150__c21,3.501016816389445,True
48.100_-123.250__c23,3.40728964975782,True
48.100_-123.450__c38,0.4270549861763795,False
48.100_-123.500__c3,1.4683714829892835,False
48.100_-123.600__c4,0.45312256322932787,False
48.150_-122.950__c29,2.768127510711956,True
48.150_-123.000__c11,0.42285869111614316,False
48.150_-123.050__c7,0.9843526986790597,False
48.150_-123.350__c14,1.0186662466544647,False
48.150_-123.500__c7,0.4975577866449117,False
48.150_-123.650__c25,1.1975137062795755,False
48.200_-122.900__c8,3.268102903280599,True
48.200_-122.950__c40,3.1041450219216906,True
48.200_-123.000__c85,1.9732353127623135,True
48.200_-123.050__c34,2.0817242667203097,True
48.200_-123.100__c19,0.5354661870475157,False
48.200_-123.150__c35,0.5917222745284428,False
48.200_-123.200__c36,0.7235880343154882,False
48.200_-123.300__c29,0.9267279653943928,False
48.200_-123.500__c25,1.0557034780570833,False
