fam,causality,reliable
48.550_-124.150__c16,0.6016200104911636,False
48.650_-124.150__c11,0.8883355361322904,False
48.650_-124.150__c139,1.5617058495073586,True
48.650_-124.150__c173,0.6789916866360235,False
48.650_-124.150__c78,1.1594434173123533,False
48.650_-124.200__c160,0.8341064480182362,False
48.650_-124.200__c177,0.24281676292799606,False
48.650_-124.200__c79,0.9551855656011121,False
48.650_-124.200__c87,1.6913144167751897,True
48.650_-124.300__c102,0.38190528026219334,False
48.700_-124.150__c170,1.6148198246330865,True
48.700_-124.150__c37,0.9682651455588616,False
48.700_-124.200__c102,1.3090940420838413,False
48.700_-124.200__c151,0.935156690100044,False
48.700_-124.200__c206,0.6006066012737165,False
48.700_-124.200__c327,0.9306563051466665,False
48.700_-124.200__c400,0.7427317594769318,False
48.700_-124.200__c55,0.3215837845024298,False
48.700_-124.200__c71,0.6648861626169665,False
48.700_-124.250__c35,0.6419110575013554,False
48.700_-124.250__c83,1.0829979280826731,False
48.700_-124.400__c44,0.5839924665370964,False
48.750_-124.250__c104,1.668270869275421,True
48.750_-124.250__c109,1.8125177840669282,True
48.750_-124.400__c90,0.8408020880702419,False
48.750_-124.400__c97,0.7288480921485172,False
48.800_-124.300__c153,2.3635555272948126,True
48.800_-124.350__c148,0.6424331872908104,False
48.800_-124.400__c52,0.8823210307379254,False
48.900_-124.400__c42,0.3399083664369283,False
48.950_-124.400__c59,1.5452591949854808,True
49.000_-124.200__c18,0.5573075285261269,False
49.000_-124.200__c35,1.2754776463195518,False
49.000_-124.200__c7,0.9563522650789522,False
49.000_-124.200__c9,1.1255137378829005,False
49.000_-124.350__c50,1.7850081983238992,True
49.100_-124.400__c69,0.8769634634428496,False
49.100_-124.500__c33,1.2780532671374334,False
49.100_-124.550__c88,0.22022183489943895,False
49.100_-124.700__c66,0.7105909505794553,False
49.150_-124.800__c14,0.9819818374933676,False
49.200_-124.600__c19,0.48065685740116304,False
49.200_-124.600__c5,1.0150744333838786,False
49.200_-124.600__c6,0.9727200259469576,False
49.200_-124.650__c1,1.7540312800591253,True
49.200_-124.650__c10,1.755629860230009,True
49.200_-124.650__c61,2.463013998009486,True
49.200_-124.700__c86,1.5632463165545027,True
49.200_-124.750__c10,0.3703836505865237,False
49.200_-124.750__c73,1.1322309514767197,False
49.200_-124.850__c66,0.45939321768079494,False
49.200_-124.900__c103,1.166593582783985,False
49.200_-124.900__c18,1.0996901084081427,False
49.200_-124.900__c54,0.39553512410419595,False
49.200_-124.950__c16,1.8582052359188757,True
49.200_-124.950__c33,0.9834943063028964,False
49.200_-124.950__c66,0.889408489786549,False
49.250_-124.700__c19,0.761483766329946,False
49.250_-124.700__c35,0.9133947220210784,False
49.250_-124.850__c4,2.3123250781487186,True
49.250_-125.000__c92,0.6764550095738731,False
49.250_-125.050__c66,0.40642973175022573,False
49.250_-125.050__c75,0.44279781705916776,False
49.300_-124.600__c6,2.5039980877344625,True
49.300_-124.700__c34,0.6222909300861091,False
49.300_-124.700__c62,0.6363239204232327,False
49.300_-124.900__c22,1.4416022510099926,False
49.300_-124.950__c4,0.9416843508142806,False
49.300_-124.950__c69,1.1250287293982983,False
49.300_-125.000__c24,0.9300389022775132,False
49.300_-125.000__c69,0.8256285150192505,False
49.300_-125.050__c57,0.7883897790934612,False
49.300_-125.100__c22,5.714960742792873,True
49.300_-125.850__c4,0.3042996177268064,False
49.350_-124.800__c6,0.9089941350903523,False
49.350_-125.100__c1,0.2897667461951064,False
