fam,causality,reliable
47.250_-122.850__c26,0.9129620956128173,False
47.250_-123.050__c20,1.1150235057591764,False
47.350_-123.000__c31,0.2543967725239787,False
47.350_-123.200__c16,0.5667493394919549,False
47.400_-122.750__c12,3.8164602629111726,True
47.450_-122.850__c51,0.8972801753170062,False
47.450_-122.900__c30,0.5134326361552863,False
47.450_-122.950__c4,1.4387439707129634,False
47.550_-123.000__c4,1.4864063837186006,False
47.600_-122.800__c10,2.550672183039491,True
47.600_-122.800__c51,4.582697024435168,True
47.600_-122.850__c9,0.6791720828889374,False
47.600_-122.950__c2,1.0859180142511327,False
47.600_-123.200__c15,1.4785961522722946,False
47.650_-122.700__c8,1.413535845391367,False
47.650_-122.750__c26,0.5825072377712913,False
47.650_-122.900__c8,1.6742057318705634,True
47.650_-123.000__c22,0.27692885187496336,False
47.650_-123.100__c30,0.3892992446611688,False
47.650_-123.150__c3,0.9128818282060036,False
47.700_-122.800__c80,0.9537361773899521,False
47.700_-123.100__c1,0.38150742028992046,False
47.700_-123.250__c54,0.663259396675153,False
47.700_-123.250__c68,1.2415888926345406,False
47.700_-123.350__c4,1.9732248301515398,True
47.750_-122.600__c4,0.8816206717746139,False
47.750_-122.800__c34,1.0086252941673122,False
47.750_-123.200__c3,1.2837114641408658,False
47.750_-123.200__c8,1.6173447443053564,True
47.750_-123.350__c11,1.046164887632687,False
47.800_-122.650__c3,0.4489160908378002,False
47.800_-122.850__c10,0.3445103888900496,False
47.800_-123.000__c56,0.9470228052545167,False
47.850_-122.600__c9,2.1992480527747023,True
47.850_-123.000__c14,2.145043194477606,True
47.850_-123.200__c6,1.2128756817513417,False
47.850_-123.200__c82,0.6569153986480213,False
47.900_-123.050__c28,1.6961246362680742,True
47.900_-123.300__c55,0.9286767162478439,False
47.900_-123.300__c88,0.7745905642000493,False
47.900_-123.350__c14,0.3570610444507848,False
47.950_-122.950__c18,0.9381342738852727,False
47.950_-123.100__c1,1.1762268988598537,False
47.950_-123.350__c5,1.1335173668295775,False
47.950_-123.400__c6,0.9793723700620558,False
48.000_-122.850__c27,1.73675087622455,True
48.000_-123.050__c26,1.2012551683443846,False
