tag,stem,cell,cell_lat,cell_lon,src_lat,src_lon,src_dep,n_fam,sta_lat,sta_lon,n_days,sigma_daily,site
LTC,ltc,41.00_-122.50,41.0,-122.5,40.8,-122.6,21.03,5,40.209,-122.126,3549,0.029,107
LTC,ltc,41.00_-123.00,41.0,-123.0,40.9,-123.0,23.13,35,40.209,-122.126,3672,0.0223,107
MARQ,marq,44.00_-123.50,44.0,-123.5,44.225,-123.5,29.26,2,45.066,-122.669,2194,0.0459,108
MARQ,marq,44.50_-123.00,44.5,-123.0,44.7,-123.25,39.82,1,45.066,-122.669,2193,0.0391,108
MARQ,marq,44.50_-123.50,44.5,-123.5,44.55,-123.5,29.48,26,45.066,-122.669,2194,0.0504,108
MARQ,marq,44.50_-124.00,44.5,-124.0,44.5,-123.75,22.16,3,45.066,-122.669,2194,0.0473,108
MARQ,marq,45.00_-123.00,45.0,-123.0,45.075,-123.175,30.33,16,45.066,-122.669,2194,0.0311,108
MARQ,marq,45.00_-123.50,45.0,-123.5,45.025,-123.5,30.65,40,45.066,-122.669,2194,0.045,108
MARQ,marq,45.00_-124.00,45.0,-124.0,44.9,-123.8,23.42,1,45.066,-122.669,2194,0.1179,108
MARQ,marq,45.50_-123.00,45.5,-123.0,45.45,-123.15,24.52,11,45.066,-122.669,2194,0.0421,108
MARQ,marq,45.50_-123.50,45.5,-123.5,45.5,-123.425,30.34,24,45.066,-122.669,2194,0.0499,108
MARQ,marq,46.00_-123.00,46.0,-123.0,45.85,-123.175,26.32,8,45.066,-122.669,2194,0.0551,108
MARQ,marq,46.00_-123.50,46.0,-123.5,45.85,-123.4,29.9,9,45.066,-122.669,2194,0.0445,108
MGRB,mgrb,48.00_-123.50,48.0,-123.5,48.25,-123.65,34.06,25,49.0,-124.697,2353,0.1435,109
MGRB,mgrb,48.00_-124.00,48.0,-124.0,48.25,-123.75,31.38,4,49.0,-124.697,2293,0.1723,109
MGRB,mgrb,48.50_-123.50,48.5,-123.5,48.35,-123.575,22.84,24,49.0,-124.697,2380,0.1356,109
MGRB,mgrb,48.50_-124.00,48.5,-124.0,48.55,-123.9,28.17,51,49.0,-124.697,2407,0.1426,109
MGRB,mgrb,49.00_-123.50,49.0,-123.5,48.75,-123.7,18.64,1,49.0,-124.697,1430,0.303,109
MGRB,mgrb,49.00_-124.00,49.0,-124.0,48.75,-124.0,28.64,3,49.0,-124.697,2291,0.1614,109
MGRB,mgrb,49.00_-124.50,49.0,-124.5,49.2,-124.65,36.91,1,49.0,-124.697,1973,0.2293,109
MGRB,mgrb,49.00_-125.00,49.0,-125.0,49.15,-124.9,35.22,3,49.0,-124.697,2068,0.2048,109
MGRB,mgrb,49.50_-125.00,49.5,-125.0,49.35,-125.25,13.52,1,49.0,-124.697,1322,0.2246,109
MGRB,mgrb,49.50_-125.50,49.5,-125.5,49.45,-125.3,36.63,4,49.0,-124.697,2154,0.1529,109
MILL,mill,41.00_-123.00,41.0,-123.0,41.15,-123.05,29.7,3,41.705,-124.041,1470,0.2169,110
MILL,mill,41.00_-123.50,41.0,-123.5,41.25,-123.35,39.06,1,41.705,-124.041,1620,0.1995,110
MILL,mill,41.50_-123.00,41.5,-123.0,41.45,-123.15,34.04,16,41.705,-124.041,1749,0.1837,110
MILL,mill,41.50_-123.50,41.5,-123.5,41.6,-123.375,38.24,20,41.705,-124.041,1762,0.1724,110
MILL,mill,42.00_-123.00,42.0,-123.0,41.85,-123.2,31.06,3,41.705,-124.041,1721,0.2074,110
MILL,mill,42.00_-123.50,42.0,-123.5,42.05,-123.375,39.65,28,41.705,-124.041,1767,0.1826,110
MILL,mill,42.50_-123.00,42.5,-123.0,42.35,-123.25,33.63,1,41.705,-124.041,1694,0.2709,110
MILL,mill,42.50_-123.50,42.5,-123.5,42.45,-123.4,35.56,24,41.705,-124.041,1765,0.2243,110
MINN,minn,44.50_-123.50,44.5,-123.5,44.55,-123.55,29.85,10,45.212,-123.264,3540,0.0891,111
MINN,minn,45.00_-123.00,45.0,-123.0,45.125,-123.15,26.39,2,45.212,-123.264,3304,0.1622,111
MINN,minn,45.00_-123.50,45.0,-123.5,45.1,-123.45,31.54,33,45.212,-123.264,3544,0.0727,111
MINN,minn,45.50_-123.00,45.5,-123.0,45.4,-123.2,24.46,8,45.212,-123.264,3543,0.0673,111
MINN,minn,45.50_-123.50,45.5,-123.5,45.35,-123.45,23.39,8,45.212,-123.264,3541,0.0695,111
MINN,minn,46.00_-123.00,46.0,-123.0,45.9,-123.2,33.55,1,45.212,-123.264,3541,0.1267,111
MOGU,mogu,41.00_-123.00,41.0,-123.0,41.075,-122.95,20.75,2,41.831,-122.421,1093,0.3292,25
MOGU,mogu,42.00_-123.50,42.0,-123.5,42.225,-123.375,41.98,2,41.831,-122.421,898,0.2394,25
MOGU,mogu,42.50_-123.00,42.5,-123.0,42.3,-123.25,35.95,1,41.831,-122.421,1580,0.2302,25
MOGU,mogu,42.50_-123.50,42.5,-123.5,42.45,-123.425,34.76,16,41.831,-122.421,1941,0.3037,25
MONKS,monks,45.00_-123.50,45.0,-123.5,45.15,-123.5,37.41,1,45.994,-123.004,2328,0.0808,113
MONKS,monks,45.50_-123.00,45.5,-123.0,45.4,-122.95,23.95,1,45.994,-123.004,2327,0.0467,113
MONKS,monks,45.50_-123.50,45.5,-123.5,45.4,-123.325,20.57,6,45.994,-123.004,2212,0.0744,113
MONKS,monks,46.00_-123.00,46.0,-123.0,45.975,-123.2,27.64,10,45.994,-123.004,2329,0.0771,113
MONKS,monks,46.00_-123.50,46.0,-123.5,45.9,-123.3,34.78,6,45.994,-123.004,2329,0.0835,113
MONTE,monte,46.00_-123.50,46.0,-123.5,46.2,-123.45,14.82,1,47.024,-123.575,1449,0.087,114
MONTE,monte,47.00_-122.50,47.0,-122.5,47.2,-122.7,49.99,1,47.024,-123.575,1822,0.0509,114
MONTE,monte,47.00_-123.00,47.0,-123.0,46.85,-122.975,41.04,10,47.024,-123.575,1823,0.0388,114
MONTE,monte,47.50_-122.50,47.5,-122.5,47.55,-122.7,30.77,1,47.024,-123.575,1043,0.2445,114
MONTE,monte,47.50_-123.00,47.5,-123.0,47.375,-122.875,33.42,6,47.024,-123.575,1812,0.0733,114
MONTE,monte,48.00_-123.00,48.0,-123.0,47.85,-123.0,30.01,3,47.024,-123.575,1563,0.0582,114
MULN,muln,47.50_-122.50,47.5,-122.5,47.7,-122.675,21.43,2,48.535,-122.064,1790,0.0329,115
MULN,muln,47.50_-123.00,47.5,-123.0,47.7,-122.9,30.85,9,48.535,-122.064,1790,0.0176,115
MULN,muln,48.00_-122.50,48.0,-122.5,47.775,-122.625,21.87,2,48.535,-122.064,1788,0.0395,115
MULN,muln,48.00_-123.00,48.0,-123.0,48.0,-122.95,30.58,34,48.535,-122.064,1790,0.0187,115
MULN,muln,48.00_-123.50,48.0,-123.5,47.875,-123.35,42.15,2,48.535,-122.064,1790,0.0376,115
MULN,muln,48.50_-123.00,48.5,-123.0,48.35,-122.9,32.24,11,48.535,-122.064,1790,0.0153,115
MULN,muln,48.50_-123.50,48.5,-123.5,48.45,-123.375,37.22,2,48.535,-122.064,1787,0.0392,115
NATEM,natem,47.50_-123.00,47.5,-123.0,47.6,-122.8,23.71,4,48.106,-122.819,1931,0.0826,116
NATEM,natem,47.50_-123.50,47.5,-123.5,47.7,-123.35,40.57,1,48.106,-122.819,1924,0.0755,116
NATEM,natem,48.00_-122.50,48.0,-122.5,47.85,-122.6,18.87,1,48.106,-122.819,1915,0.093,116
NATEM,natem,48.00_-123.00,48.0,-123.0,48.0,-123.025,42.29,10,48.106,-122.819,1931,0.0607,116
NATEM,natem,48.00_-123.50,48.0,-123.5,48.075,-123.525,43.96,4,48.106,-122.819,1922,0.0661,116
NATEM,natem,48.00_-124.00,48.0,-124.0,48.25,-123.75,31.38,1,48.106,-122.819,1929,0.0725,116
NATEM,natem,48.50_-123.00,48.5,-123.0,48.375,-122.85,42.85,4,48.106,-122.819,1930,0.064,116
NATEM,natem,48.50_-123.50,48.5,-123.5,48.3,-123.65,26.33,3,48.106,-122.819,1931,0.1025,116
NATEM,natem,48.50_-124.00,48.5,-124.0,48.5,-123.925,24.57,2,48.106,-122.819,1930,0.0929,116
NATEM,natem,49.00_-123.50,49.0,-123.5,48.825,-123.55,39.56,2,48.106,-122.819,1932,0.099,116
NATEM,natem,49.00_-124.00,49.0,-124.0,48.95,-123.9,46.33,5,48.106,-122.819,1927,0.096,116
NBFR,nbfr,45.00_-123.00,45.0,-123.0,45.2,-123.25,31.46,1,45.726,-123.853,2301,0.0789,117
NBFR,nbfr,45.00_-123.50,45.0,-123.5,45.125,-123.475,33.61,8,45.726,-123.853,2229,0.1105,117
NBFR,nbfr,45.50_-123.00,45.5,-123.0,45.5,-123.25,37.87,2,45.726,-123.853,1619,0.2079,117
NBFR,nbfr,45.50_-123.50,45.5,-123.5,45.525,-123.5,38.75,4,45.726,-123.853,2304,0.1548,117
NBFR,nbfr,46.00_-123.00,46.0,-123.0,45.85,-123.175,33.31,6,45.726,-123.853,2304,0.1294,117
NBFR,nbfr,46.00_-123.50,46.0,-123.5,45.9,-123.35,34.78,3,45.726,-123.853,2304,0.2509,117
NBFR,nbfr,46.50_-123.00,46.5,-123.0,46.4,-123.2,25.01,1,45.726,-123.853,2300,0.1314,117
NCSB,ncsb,49.50_-125.50,49.5,-125.5,49.5,-125.5,42.59,1,50.403,-126.056,2225,0.1834,118
NCSB,ncsb,49.50_-126.00,49.5,-126.0,49.675,-125.85,33.15,2,50.403,-126.056,2196,0.1492,118
NCSB,ncsb,49.50_-127.00,49.5,-127.0,49.7,-126.8,25.2,1,50.403,-126.056,2247,0.1707,118
NCSB,ncsb,50.00_-127.00,50.0,-127.0,50.125,-126.975,27.82,8,50.403,-126.056,2276,0.1477,118
NEMA,nema,45.50_-123.00,45.5,-123.0,45.625,-123.1,29.38,2,46.497,-123.75,1755,0.3034,119
NEMA,nema,45.50_-123.50,45.5,-123.5,45.65,-123.4,34.84,1,46.497,-123.75,360,0.7243,119
NEMA,nema,46.00_-123.00,46.0,-123.0,46.05,-123.15,24.41,2,46.497,-123.75,1032,0.4616,119
NEMA,nema,46.00_-123.50,46.0,-123.5,45.75,-123.3,20.88,1,46.497,-123.75,1498,0.3872,119
NEMA,nema,46.50_-123.00,46.5,-123.0,46.575,-123.175,32.31,4,46.497,-123.75,1742,0.387,119
NEMA,nema,47.00_-122.50,47.0,-122.5,47.0,-122.6,38.26,8,46.497,-123.75,1772,0.2347,119
NEMA,nema,47.00_-123.00,47.0,-123.0,47.15,-123.05,41.14,21,46.497,-123.75,1832,0.4114,119
NEMA,nema,47.50_-122.50,47.5,-122.5,47.3,-122.6,47.99,1,46.497,-123.75,1515,0.1609,119
NEMA,nema,47.50_-123.00,47.5,-123.0,47.3,-123.1,43.42,6,46.497,-123.75,1792,0.3039,119
NLWA,nlwa,47.00_-122.50,47.0,-122.5,46.95,-122.7,49.99,3,47.392,-123.869,5901,0.0657,120
NLWA,nlwa,47.00_-123.00,47.0,-123.0,46.95,-123.0,41.13,23,47.392,-123.869,5926,0.0505,120
NLWA,nlwa,47.50_-122.50,47.5,-122.5,47.525,-122.7,23.02,4,47.392,-123.869,5662,0.1124,120
NLWA,nlwa,47.50_-123.00,47.5,-123.0,47.5,-122.95,30.85,27,47.392,-123.869,5926,0.0566,120
NLWA,nlwa,48.00_-123.00,48.0,-123.0,47.95,-123.0,46.81,16,47.392,-123.869,5922,0.0799,120
NLWA,nlwa,48.00_-123.50,48.0,-123.5,48.1,-123.5,37.15,17,47.392,-123.869,5925,0.0653,120
OLGA,olga,48.00_-123.00,48.0,-123.0,47.975,-123.05,41.74,24,48.605,-122.803,1720,0.0782,121
OLGA,olga,48.00_-123.50,48.0,-123.5,48.15,-123.525,36.31,14,48.605,-122.803,1720,0.0962,121
OLGA,olga,48.00_-124.00,48.0,-124.0,48.25,-123.85,35.4,1,48.605,-122.803,1720,0.0886,121
OLGA,olga,48.50_-123.00,48.5,-123.0,48.35,-122.85,33.2,11,48.605,-122.803,1720,0.0753,121
OLGA,olga,48.50_-123.50,48.5,-123.5,48.45,-123.6,24.48,24,48.605,-122.803,1720,0.086,121
OLGA,olga,48.50_-124.00,48.5,-124.0,48.5,-123.9,29.29,37,48.605,-122.803,1720,0.0815,121
OLGA,olga,49.00_-123.50,49.0,-123.5,48.85,-123.7,34.93,3,48.605,-122.803,1720,0.0657,121
OLGA,olga,49.00_-124.00,49.0,-124.0,48.9,-123.875,40.89,6,48.605,-122.803,1720,0.0889,121
OLQN,olqn,46.50_-123.00,46.5,-123.0,46.7,-123.15,36.89,3,47.513,-123.813,2363,0.0881,122
OLQN,olqn,47.00_-122.50,47.0,-122.5,47.025,-122.7,44.76,2,47.513,-123.813,2362,0.1291,122
OLQN,olqn,47.00_-123.00,47.0,-123.0,47.0,-123.0,36.74,11,47.513,-123.813,2363,0.0842,122
OLQN,olqn,47.50_-122.50,47.5,-122.5,47.55,-122.7,23.86,3,47.513,-123.813,2363,0.0797,122
OLQN,olqn,47.50_-123.00,47.5,-123.0,47.45,-122.925,25.44,16,47.513,-123.813,2363,0.0951,122
OLQN,olqn,47.50_-123.50,47.5,-123.5,47.675,-123.375,39.18,2,47.513,-123.813,2363,0.1049,122
OLQN,olqn,48.00_-122.50,48.0,-122.5,47.75,-122.7,29.8,3,47.513,-123.813,2363,0.0937,122
OLQN,olqn,48.00_-123.00,48.0,-123.0,47.925,-123.025,42.94,30,47.513,-123.813,2363,0.0726,122
OLQN,olqn,48.00_-123.50,48.0,-123.5,48.2,-123.575,35.77,14,47.513,-123.813,2363,0.0762,122
OLQN,olqn,48.00_-124.00,48.0,-124.0,48.2,-123.8,33.51,3,47.513,-123.813,2362,0.0982,122
OLQN,olqn,48.50_-123.00,48.5,-123.0,48.375,-122.85,50.85,4,47.513,-123.813,2363,0.0771,122
OLQN,olqn,48.50_-123.50,48.5,-123.5,48.35,-123.55,28.26,5,47.513,-123.813,2363,0.0879,122
OLQN,olqn,48.50_-124.00,48.5,-124.0,48.35,-123.85,36.43,6,47.513,-123.813,2363,0.1083,122
OSQM,osqm,47.00_-123.00,47.0,-123.0,47.2,-122.85,31.79,1,48.043,-123.131,1953,0.1126,4
OSQM,osqm,47.50_-123.00,47.5,-123.0,47.55,-123.15,43.63,5,48.043,-123.131,1953,0.1063,4
OSQM,osqm,48.00_-123.00,48.0,-123.0,47.9,-123.1,45.13,12,48.043,-123.131,1953,0.0827,4
OSQM,osqm,48.00_-123.50,48.0,-123.5,47.9,-123.4,43.57,4,48.043,-123.131,1953,0.1173,4
OSQM,osqm,48.50_-123.50,48.5,-123.5,48.4,-123.7,26.04,5,48.043,-123.131,1953,0.1124,4
OSQM,osqm,48.50_-124.00,48.5,-124.0,48.5,-123.85,31.17,11,48.043,-123.131,1953,0.096,4
OTR,otr,47.00_-123.00,47.0,-123.0,47.25,-123.1,40.4,3,48.086,-124.345,2036,0.1286,124
OTR,otr,47.50_-123.00,47.5,-123.0,47.45,-123.05,41.68,11,48.086,-124.345,2044,0.1412,124
OTR,otr,48.00_-123.00,48.0,-123.0,48.0,-123.15,42.95,27,48.086,-124.345,2044,0.1259,124
OTR,otr,48.00_-123.50,48.0,-123.5,48.1,-123.45,39.21,25,48.086,-124.345,2040,0.1185,124
OTR,otr,48.50_-123.00,48.5,-123.0,48.3,-123.15,33.2,5,48.086,-124.345,2045,0.1627,124
OTR,otr,48.50_-123.50,48.5,-123.5,48.425,-123.55,24.54,26,48.086,-124.345,2043,0.1351,124
OTR,otr,48.50_-124.00,48.5,-124.0,48.55,-123.95,28.17,41,48.086,-124.345,2043,0.1311,124
OTR,otr,48.50_-124.50,48.5,-124.5,48.65,-124.35,36.81,3,48.086,-124.345,2043,0.1645,124
OTR,otr,49.00_-123.50,49.0,-123.5,48.75,-123.55,15.5,1,48.086,-124.345,2039,0.1703,124
OTR,otr,49.00_-124.00,49.0,-124.0,48.8,-124.15,20.89,9,48.086,-124.345,2042,0.1475,124
OTR,otr,49.00_-124.50,49.0,-124.5,48.75,-124.35,28.36,3,48.086,-124.345,2039,0.1409,124
OTR,otr,49.00_-125.00,49.0,-125.0,48.9,-124.9,40.81,1,48.086,-124.345,1935,0.1588,124
OZB,ozb,48.50_-124.00,48.5,-124.0,48.65,-124.15,36.57,3,48.961,-125.498,2820,0.1693,125
OZB,ozb,49.00_-124.00,49.0,-124.0,48.75,-124.25,15.76,2,48.961,-125.498,3048,0.1853,125
OZB,ozb,49.00_-124.50,49.0,-124.5,49.2,-124.65,35.64,7,48.961,-125.498,3245,0.2493,125
OZB,ozb,49.00_-125.00,49.0,-125.0,49.225,-124.9,32.27,2,48.961,-125.498,1579,0.3145,125
OZB,ozb,49.50_-124.50,49.5,-124.5,49.5,-124.55,28.92,2,48.961,-125.498,3050,0.3357,125
OZB,ozb,49.50_-125.00,49.5,-125.0,49.3,-125.1,40.31,1,48.961,-125.498,2770,0.1578,125
OZB,ozb,49.50_-126.00,49.5,-126.0,49.6,-125.9,33.39,16,48.961,-125.498,3174,0.1698,125
OZB,ozb,49.50_-126.50,49.5,-126.5,49.675,-126.325,38.24,2,48.961,-125.498,2616,0.1556,125
OZB,ozb,50.00_-126.00,50.0,-126.0,49.8,-126.2,36.65,10,48.961,-125.498,3189,0.1777,125
OZB,ozb,50.00_-126.50,50.0,-126.5,49.8,-126.3,38.75,12,48.961,-125.498,3110,0.1644,125
PABB,pabb,48.50_-124.00,48.5,-124.0,48.65,-124.15,29.61,11,49.219,-124.811,2516,0.1795,29
PABB,pabb,48.50_-124.50,48.5,-124.5,48.7,-124.3,29.89,1,49.219,-124.811,1744,0.1446,29
PABB,pabb,49.00_-124.00,49.0,-124.0,48.825,-124.1,20.08,2,49.219,-124.811,2219,0.1313,29
PABB,pabb,49.00_-124.50,49.0,-124.5,48.85,-124.35,32.79,15,49.219,-124.811,2462,0.17,29
PABB,pabb,49.00_-125.00,49.0,-125.0,49.15,-125.075,34.93,2,49.219,-124.811,2113,0.2043,29
PAN4H,pan4h,47.50_-122.50,47.5,-122.5,47.65,-122.7,34.96,1,47.176,-123.27,1871,0.0535,127
PAN4H,pan4h,47.50_-123.00,47.5,-123.0,47.6,-123.1,44.72,5,47.176,-123.27,1871,0.1693,127
PAN4H,pan4h,48.00_-123.00,48.0,-123.0,47.85,-123.0,46.03,16,47.176,-123.27,1870,0.1072,127
PAN4H,pan4h,48.00_-123.50,48.0,-123.5,47.975,-123.4,39.44,2,47.176,-123.27,720,0.5014,127
PETY,pety,40.00_-123.00,40.0,-123.0,40.25,-122.75,13.09,3,40.177,-122.788,584,0.4347,128
PETY,pety,40.50_-122.50,40.5,-122.5,40.6,-122.65,20.33,49,40.177,-122.788,2116,0.1909,128
PETY,pety,40.50_-123.00,40.5,-123.0,40.55,-122.85,21.49,16,40.177,-122.788,1988,0.2404,128
PETY,pety,41.00_-122.50,41.0,-122.5,40.75,-122.65,19.9,3,40.177,-122.788,1555,0.3074,128
PETY,pety,41.00_-123.00,41.0,-123.0,40.85,-123.0,30.94,16,40.177,-122.788,2227,0.1685,128
PGCbhz,pgcbhz,48.00_-123.00,48.0,-123.0,47.95,-123.1,42.68,8,48.6498,-123.4521,2695,0.1121,8
PGCbhz,pgcbhz,48.00_-123.50,48.0,-123.5,48.1,-123.55,37.15,23,48.6498,-123.4521,2697,0.0805,8
PGCbhz,pgcbhz,48.00_-124.00,48.0,-124.0,48.2,-123.8,31.34,1,48.6498,-123.4521,2694,0.0956,8
PGCbhz,pgcbhz,48.50_-123.00,48.5,-123.0,48.375,-122.85,35.75,10,48.6498,-123.4521,2697,0.104,8
PGCbhz,pgcbhz,48.50_-123.50,48.5,-123.5,48.4,-123.65,22.0,13,48.6498,-123.4521,2696,0.0763,8
PGCbhz,pgcbhz,48.50_-124.00,48.5,-124.0,48.5,-123.925,31.97,22,48.6498,-123.4521,2696,0.0855,8
PGCbhz,pgcbhz,48.50_-124.50,48.5,-124.5,48.7,-124.4,36.57,7,48.6498,-123.4521,2696,0.0889,8
PGCbhz,pgcbhz,49.00_-123.50,49.0,-123.5,48.9,-123.7,49.12,3,48.6498,-123.4521,2691,0.124,8
PGCbhz,pgcbhz,49.00_-124.00,49.0,-124.0,48.8,-124.15,21.41,7,48.6498,-123.4521,2694,0.0877,8
PGCbhz,pgcbhz,49.00_-124.50,49.0,-124.5,48.9,-124.5,35.34,48,48.6498,-123.4521,2695,0.0937,8
PGCbhz,pgcbhz,49.00_-125.00,49.0,-125.0,49.0,-124.775,28.75,16,48.6498,-123.4521,2696,0.1091,8
PGChhz,pgchhz,48.00_-123.00,48.0,-123.0,47.95,-123.1,43.63,10,48.6498,-123.4521,3020,0.0963,8
PGChhz,pgchhz,48.00_-123.50,48.0,-123.5,48.15,-123.5,38.98,26,48.6498,-123.4521,3020,0.0831,8
PGChhz,pgchhz,48.00_-124.00,48.0,-124.0,48.225,-123.775,32.19,4,48.6498,-123.4521,3020,0.1093,8
PGChhz,pgchhz,48.50_-123.00,48.5,-123.0,48.375,-122.85,35.75,10,48.6498,-123.4521,3020,0.0979,8
PGChhz,pgchhz,48.50_-123.50,48.5,-123.5,48.4,-123.65,22.22,15,48.6498,-123.4521,3020,0.0712,8
PGChhz,pgchhz,48.50_-124.00,48.5,-124.0,48.525,-123.925,31.37,28,48.6498,-123.4521,3020,0.0786,8
PGChhz,pgchhz,48.50_-124.50,48.5,-124.5,48.7,-124.45,35.74,9,48.6498,-123.4521,3020,0.0843,8
PGChhz,pgchhz,48.50_-125.00,48.5,-125.0,48.7,-124.75,34.2,1,48.6498,-123.4521,2986,0.1818,8
PGChhz,pgchhz,49.00_-123.50,49.0,-123.5,48.9,-123.7,49.12,3,48.6498,-123.4521,3020,0.1095,8
PGChhz,pgchhz,49.00_-124.00,49.0,-124.0,48.775,-124.125,22.2,8,48.6498,-123.4521,3020,0.0977,8
PGChhz,pgchhz,49.00_-124.50,49.0,-124.5,48.9,-124.5,35.57,65,48.6498,-123.4521,3020,0.0878,8
PGChhz,pgchhz,49.00_-125.00,49.0,-125.0,49.0,-124.75,29.65,22,48.6498,-123.4521,3020,0.1052,8
PIT6,pit6,40.50_-122.50,40.5,-122.5,40.6,-122.65,18.99,2,40.931,-121.948,361,0.0569,131
PIT6,pit6,40.50_-123.00,40.5,-123.0,40.45,-122.825,21.68,2,40.931,-121.948,361,0.032,131
PIT6,pit6,41.00_-122.50,41.0,-122.5,41.05,-122.5,16.9,1,40.931,-121.948,361,0.0908,131
PIT6,pit6,41.00_-123.00,41.0,-123.0,41.05,-122.95,20.82,14,40.931,-121.948,361,0.0509,131
PIT6,pit6,41.50_-123.00,41.5,-123.0,41.55,-123.1,31.06,5,40.931,-121.948,361,0.0451,131
PIT6,pit6,41.50_-123.50,41.5,-123.5,41.5,-123.3,35.7,1,40.931,-121.948,361,0.0456,131
PIT6,pit6,42.00_-123.50,42.0,-123.5,41.75,-123.3,35.16,1,40.931,-121.948,361,0.0936,131
PR02,pr02,46.00_-123.00,46.0,-123.0,46.1,-123.2,21.3,1,46.918,-122.049,1319,0.0438,132
PR02,pr02,46.50_-122.50,46.5,-122.5,46.55,-122.7,30.66,4,46.918,-122.049,1320,0.0448,132
PR02,pr02,46.50_-123.00,46.5,-123.0,46.65,-123.0,41.5,11,46.918,-122.049,1320,0.0398,132
PR02,pr02,46.50_-123.50,46.5,-123.5,46.6,-123.3,22.6,1,46.918,-122.049,1320,0.0315,132
PR02,pr02,47.00_-122.50,47.0,-122.5,46.975,-122.65,35.15,8,46.918,-122.049,1320,0.0406,132
PR02,pr02,47.00_-123.00,47.0,-123.0,47.0,-122.95,40.16,35,46.918,-122.049,1320,0.0395,132
PR02,pr02,47.00_-123.50,47.0,-123.5,47.1,-123.3,41.1,1,46.918,-122.049,1320,0.044,132
PR02,pr02,47.50_-122.50,47.5,-122.5,47.45,-122.7,24.29,4,46.918,-122.049,1320,0.0326,132
PR02,pr02,47.50_-123.00,47.5,-123.0,47.5,-122.95,35.49,48,46.918,-122.049,1320,0.0405,132
PR02,pr02,47.50_-123.50,47.5,-123.5,47.475,-123.325,39.33,6,46.918,-122.049,1320,0.0351,132
PR02,pr02,48.00_-122.50,48.0,-122.5,47.775,-122.6,20.87,2,46.918,-122.049,1319,0.0552,132
PR02,pr02,48.00_-123.00,48.0,-123.0,47.775,-123.1,43.57,8,46.918,-122.049,1320,0.0402,132
PR02,pr02,48.00_-123.50,48.0,-123.5,47.775,-123.3,41.78,2,46.918,-122.049,1320,0.0421,132
PR04,pr04,47.50_-122.50,47.5,-122.5,47.55,-122.7,21.41,2,46.93,-121.989,3038,0.0976,133
PR04,pr04,47.50_-123.00,47.5,-123.0,47.6,-122.95,40.99,13,46.93,-121.989,3074,0.0784,133
PR04,pr04,47.50_-123.50,47.5,-123.5,47.6,-123.3,45.29,2,46.93,-121.989,3079,0.0789,133
PR04,pr04,48.00_-123.00,48.0,-123.0,47.8,-122.925,30.84,6,46.93,-121.989,3080,0.0805,133
PR04,pr04,48.00_-123.50,48.0,-123.5,47.8,-123.3,41.17,1,46.93,-121.989,3066,0.0838,133
PR05,pr05,47.50_-123.00,47.5,-123.0,47.6,-123.0,37.72,9,46.842,-121.949,2657,0.2359,134
PRIN,prin,47.50_-123.00,47.5,-123.0,47.575,-122.95,25.88,8,48.212,-122.631,2090,0.0422,135
PRIN,prin,48.00_-123.00,48.0,-123.0,48.2,-123.05,26.67,7,48.212,-122.631,2090,0.0415,135
PRIN,prin,48.00_-123.50,48.0,-123.5,48.15,-123.525,36.17,4,48.212,-122.631,2090,0.0414,135
PRIN,prin,48.50_-123.00,48.5,-123.0,48.35,-123.05,27.6,4,48.212,-122.631,2089,0.04,135
PRIN,prin,48.50_-123.50,48.5,-123.5,48.5,-123.55,23.87,5,48.212,-122.631,2090,0.0481,135
PRIN,prin,48.50_-124.00,48.5,-124.0,48.525,-123.85,31.28,4,48.212,-122.631,2088,0.0658,135
PRIN,prin,49.00_-123.50,49.0,-123.5,48.75,-123.7,18.64,3,48.212,-122.631,2089,0.1016,135
PRIN,prin,49.00_-124.00,49.0,-124.0,48.9,-123.8,41.2,3,48.212,-122.631,2088,0.0482,135
PTRF,ptrf,48.00_-123.50,48.0,-123.5,47.9,-123.4,43.57,1,48.544,-124.413,2791,0.21,136
PTRF,ptrf,48.50_-123.50,48.5,-123.5,48.6,-123.625,32.8,2,48.544,-124.413,3066,0.2779,136
PTRF,ptrf,48.50_-124.00,48.5,-124.0,48.6,-123.95,31.32,1,48.544,-124.413,1351,0.3104,136
PTRF,ptrf,48.50_-124.50,48.5,-124.5,48.7,-124.35,37.48,2,48.544,-124.413,3050,0.2434,136
PTRF,ptrf,49.00_-124.00,49.0,-124.0,48.9,-123.85,30.64,7,48.544,-124.413,3065,0.2017,136
PTRF,ptrf,49.00_-124.50,49.0,-124.5,49.0,-124.5,36.11,9,48.544,-124.413,3065,0.2255,136
PTRF,ptrf,49.00_-125.00,49.0,-125.0,49.1,-125.05,33.61,2,48.544,-124.413,3066,0.2589,136
QEPB,qepb,48.50_-123.00,48.5,-123.0,48.4,-122.85,45.79,3,49.242,-123.114,1832,0.1147,137
QEPB,qepb,48.50_-123.50,48.5,-123.5,48.525,-123.625,20.57,2,49.242,-123.114,1813,0.0742,137
QEPB,qepb,48.50_-124.00,48.5,-124.0,48.6,-124.1,28.17,14,49.242,-123.114,1829,0.0443,137
QEPB,qepb,48.50_-124.50,48.5,-124.5,48.625,-124.35,37.33,2,49.242,-123.114,1823,0.0868,137
QEPB,qepb,49.00_-123.50,49.0,-123.5,48.9,-123.7,41.41,3,49.242,-123.114,1834,0.0752,137
